context,question,answer
การแข่งขันวอลเลย์บอลชายชิงแชมป์นอร์เซกาครั้งที่17 ในปีค.ศ. 2001 จัดขึ้นที่ประเทศใด   บาร์เบโดส,การแข่งขันวอลเลย์บอลชายชิงแชมป์นอร์เซกาครั้งที่17 ในปีค.ศ. 2001 จัดขึ้นที่ประเทศใด,บาร์เบโดส
มหาวิทยาลัยในไทยชื่อว่ามหาวิทยาลัยสงขลานครินทร์ ตั้งอยู่ในจังหวัดใด   จังหวัดสงขลา,มหาวิทยาลัยในไทยชื่อว่ามหาวิทยาลัยสงขลานครินทร์ ตั้งอยู่ในจังหวัดใด,จังหวัดสงขลา
จงโคร่งเป็นสัตว์ครึ่งบกครึ่งน้ำจำพวกใด   คางคก,จงโคร่งเป็นสัตว์ครึ่งบกครึ่งน้ำจำพวกใด,คางคก
มโนทัศน์ของอัศวิน หรือ Vision of a Knight เป็นจิตรกรรมที่เขียนขึ้นโดยจิตรกรชาวอิตาลีที่มีชื่อว่าอะไร   ราฟาเอล,มโนทัศน์ของอัศวิน หรือ Vision of a Knight เป็นจิตรกรรมที่เขียนขึ้นโดยจิตรกรชาวอิตาลีที่มีชื่อว่าอะไร,ราฟาเอล
ทีมใดเป็นผู้ชนะในการแข่งขันกีฬาอเมริกันฟุตบอล NFL หรือซูเปอร์โบวล์ครั้งที่ 26 ในปีค.ศ. 1992   Washington Redskins,ทีมใดเป็นผู้ชนะในการแข่งขันกีฬาอเมริกันฟุตบอล NFL หรือซูเปอร์โบวล์ครั้งที่ 26 ในปีค.ศ. 1992,Washington Redskins
สนามแข่งขันกีฬาอเมริกันฟุตบอล Hubert H. Humphrey Metrodome ตั้งอยู่ในรัฐใดของประเทศสหรัฐอเมริกา   Minnesota,สนามแข่งขันกีฬาอเมริกันฟุตบอล Hubert H. Humphrey Metrodome ตั้งอยู่ในรัฐใดของประเทศสหรัฐอเมริกา,Minnesota
มหาบุรุษจางจวีเจิ้ง เป็นละครโทรทัศน์ของประเทศใด   จีน,มหาบุรุษจางจวีเจิ้ง เป็นละครโทรทัศน์ของประเทศใด,จีน
หอคอยเจิ้งหยวนตั้งอยู่ในมณฑลใดของประเทศจีน   เหอหนาน,หอคอยเจิ้งหยวนตั้งอยู่ในมณฑลใดของประเทศจีน,เหอหนาน
อุทยานประวัติศาสตร์อะระชิยะมะซึ่งตั้งอยู่ทางตะวันตกของนครเกียวโต ประเทศญี่ปุ่น ขนานกับแม่น้ำอะไร   โออิ,อุทยานประวัติศาสตร์อะระชิยะมะซึ่งตั้งอยู่ทางตะวันตกของนครเกียวโต ประเทศญี่ปุ่น ขนานกับแม่น้ำอะไร,โออิ
ตำแหน่งในสโมสรฟุตบอลทอตนัมฮอตสเปอร์ที่ ลูอิส แฮร์รี โฮลต์บี เล่นคือตำแหน่งอะไร   กองกลาง,ตำแหน่งในสโมสรฟุตบอลทอตนัมฮอตสเปอร์ที่ ลูอิส แฮร์รี โฮลต์บี เล่นคือตำแหน่งอะไร,กองกลาง
วงดนตรีเคป็อปหญิง ทไวซ์ เป็นวงดนตรีภายใต้บริษัทอะไร   เจวายพีเอนเตอร์เทนเมนต์,วงดนตรีเคป็อปหญิง ทไวซ์ เป็นวงดนตรีภายใต้บริษัทอะไร,เจวายพีเอนเตอร์เทนเมนต์
ทไวซ์ ซึ่งเป็นวงดนตรีเคป็อปหญิง คละสัญชาติ ภายใต้สังกัดเจวายพีเอนเตอร์เทนเมนต์ ได้ออกมินิอัลบั้มแรกที่มีชื่อว่าอะไร   เดอะสตอรีบิกินส์,ทไวซ์ ซึ่งเป็นวงดนตรีเคป็อปหญิง คละสัญชาติ ภายใต้สังกัดเจวายพีเอนเตอร์เทนเมนต์ ได้ออกมินิอัลบั้มแรกที่มีชื่อว่าอะไร,เดอะสตอรีบิกินส์
เน็ตฟลิกซ์ ซึ่งเป็นบริษัทให้บริการเช่ายืมดีวีดีและแผ่นบลูเรย์ทางไปรษณีย์ในสหรัฐอเมริกา ก่อตั้งเมื่อปีพ.ศ.ใด   2540,เน็ตฟลิกซ์ ซึ่งเป็นบริษัทให้บริการเช่ายืมดีวีดีและแผ่นบลูเรย์ทางไปรษณีย์ในสหรัฐอเมริกา ก่อตั้งเมื่อปีพ.ศ.ใด,2540
บอยแบนด์จากประเทศเกาหลีใต้ชื่อว่า ทงบังชินกี มีชื่อเรียกในประเทศญี่ปุ่นว่าอะไร   โทะโฮะชิงกิ,บอยแบนด์จากประเทศเกาหลีใต้ชื่อว่า ทงบังชินกี มีชื่อเรียกในประเทศญี่ปุ่นว่าอะไร,โทะโฮะชิงกิ
สีประจำวงของวงบอยแบนด์สัญชาติเกาหลี ชินฮวา คือสีอะไร   ส้ม,สีประจำวงของวงบอยแบนด์สัญชาติเกาหลี ชินฮวา คือสีอะไร,ส้ม
วงบอยแบนด์สัญชาติเกาหลี ก็อตเซเวน เปิดตัวเมื่อปีพ.ศ.ใด   2557,วงบอยแบนด์สัญชาติเกาหลี ก็อตเซเวน เปิดตัวเมื่อปีพ.ศ.ใด,2557
เอ็กโซ หรือ EXO วงดนตรีบอยแบนด์สัญชาติจีนและเกาหลีใต้  อยู่ภายใต้บริษัทอะไร   SM เอนเตอร์เทนเมนต์,เอ็กโซ หรือ EXO วงดนตรีบอยแบนด์สัญชาติจีนและเกาหลีใต้  อยู่ภายใต้บริษัทอะไร,SM เอนเตอร์เทนเมนต์
การแข่งขันคอมพิวเตอร์โอลิมปิกระดับชาติ จัดขึ้นครั้งแรกเมื่อไร   พ.ศ. 2548,การแข่งขันคอมพิวเตอร์โอลิมปิกระดับชาติ จัดขึ้นครั้งแรกเมื่อไร,พ.ศ. 2548
ในการแข่งขันคอมพิวเตอร์โอลิมปิกระดับชาติ ครั้งที่ 5 จัดขึ้นที่ใด   มหาวิทยาลัยวลัยลักษณ์,ในการแข่งขันคอมพิวเตอร์โอลิมปิกระดับชาติ ครั้งที่ 5 จัดขึ้นที่ใด,มหาวิทยาลัยวลัยลักษณ์
เจ้าน้อยดาวแก้ว เป็นราชบุตรของใคร   เจ้าหลวงดาราดิเรกรัตน์ไพโรจน์ เจ้าผู้ครองนครลำพูน,เจ้าน้อยดาวแก้ว เป็นราชบุตรของใคร,เจ้าหลวงดาราดิเรกรัตน์ไพโรจน์ เจ้าผู้ครองนครลำพูน
ในปลายปี พ.ศ. 2443 เจ้าราชบุตรดาวแก้วป่วยเป็นโรคอะไร   โรคฝี,ในปลายปี พ.ศ. 2443 เจ้าราชบุตรดาวแก้วป่วยเป็นโรคอะไร,โรคฝี
ทอมมี ฮิลฟิเกอร์ ตอนอายุ 18 ปี เขาได้ก่อตั้งร้านอะไรในนิวยอร์ก   เดอะ พีเพิ่ล เพลส,ทอมมี ฮิลฟิเกอร์ ตอนอายุ 18 ปี เขาได้ก่อตั้งร้านอะไรในนิวยอร์ก,เดอะ พีเพิ่ล เพลส
ทะเลสาบแวแนร์น เป็นทะเลสาบที่ใหญ่ที่สุดในประเทศอะไร   สวีเดน,ทะเลสาบแวแนร์น เป็นทะเลสาบที่ใหญ่ที่สุดในประเทศอะไร,สวีเดน
วัดพร้าว ในจังหวัดตาก สร้างขึ้นเมื่อปีอะไร   พ.ศ. 2396,วัดพร้าว ในจังหวัดตาก สร้างขึ้นเมื่อปีอะไร,พ.ศ. 2396
คณะสงฆ์และข้าราชการได้ให้รวมวัดดอนไชยเข้าเป็นวัดเดียวกับวัดพร้าวเมื่อปีอะไร   พ.ศ. 2489,คณะสงฆ์และข้าราชการได้ให้รวมวัดดอนไชยเข้าเป็นวัดเดียวกับวัดพร้าวเมื่อปีอะไร,พ.ศ. 2489
จอร์จ สตีเฟนสัน บิดาแห่งการรถไฟ เกิดเมื่อวันอะไร   วันที่ 9 มิถุนายน ค.ศ. 2324,จอร์จ สตีเฟนสัน บิดาแห่งการรถไฟ เกิดเมื่อวันอะไร,วันที่ 9 มิถุนายน ค.ศ. 2324
ดอกไม้ที่เป็นสัญลักษณ์ประจำจังหวัดพะเยาคือดอกอะไร   ดอกสารภี,ดอกไม้ที่เป็นสัญลักษณ์ประจำจังหวัดพะเยาคือดอกอะไร,ดอกสารภี
ผลงานอัลบั้มแรกของบล็อกเฮด ชื่อจริง เจมส์ แอนโทนี่ ไซมอน ในปี 2004 มีชื่อว่าอะไร   Music by Cavelight,ผลงานอัลบั้มแรกของบล็อกเฮด ชื่อจริง เจมส์ แอนโทนี่ ไซมอน ในปี 2004 มีชื่อว่าอะไร,Music by Cavelight
หม่อมกอบแก้ว อาภากร ณ อยุธยา สำเร็จการศึกษาจากโรงเรียนอะไรในประเทศมาเลเซีย   โรงเรียนคอนแวนต์แห่งพระกุมารเยซู,หม่อมกอบแก้ว อาภากร ณ อยุธยา สำเร็จการศึกษาจากโรงเรียนอะไรในประเทศมาเลเซีย,โรงเรียนคอนแวนต์แห่งพระกุมารเยซู
หม่อมผิว สุขสวัสดิ์ ณ อยุธยา ผู้เขียนเรื่องวนิดา โดยใช้นามปากกาว่าอะไร   วรรณสิริ,หม่อมผิว สุขสวัสดิ์ ณ อยุธยา ผู้เขียนเรื่องวนิดา โดยใช้นามปากกาว่าอะไร,วรรณสิริ
แคว้นมาร์เค เป็นแคว้นในประเทศอะไร   ประเทศอิตาลี,แคว้นมาร์เค เป็นแคว้นในประเทศอะไร,ประเทศอิตาลี
หลวงพ่อสาย ติสสโร พระวัดพยัคฆาราม จังหวัดลพบุรี เกิดเมื่อปีใด   พ.ศ. 2397,หลวงพ่อสาย ติสสโร พระวัดพยัคฆาราม จังหวัดลพบุรี เกิดเมื่อปีใด,พ.ศ. 2397
ลีโอสเตเดียมที่จังหวัดปทุมธานีเป็นสนามฟุตบอลของสโมสรใด   สโมสรฟุตบอลบางกอกกล๊าส,ลีโอสเตเดียมที่จังหวัดปทุมธานีเป็นสนามฟุตบอลของสโมสรใด,สโมสรฟุตบอลบางกอกกล๊าส
กระทรวงโฆษณาแถลงข่าวและโฆษณาชวนเชื่อเป็นหน่วยงานของใคร   รัฐนาซี,กระทรวงโฆษณาแถลงข่าวและโฆษณาชวนเชื่อเป็นหน่วยงานของใคร,รัฐนาซี
ถิ่นกำเนิดของมะม่วงอยู่ที่ประเทศอะไร   อินเดีย,ถิ่นกำเนิดของมะม่วงอยู่ที่ประเทศอะไร,อินเดีย
ทางทิศตะวันออกของอำเภอหล่มเก่าติดกับอำเภออะไรในจังหวัดเลย   อำเภอภูหลวง,ทางทิศตะวันออกของอำเภอหล่มเก่าติดกับอำเภออะไรในจังหวัดเลย,อำเภอภูหลวง
ยงยุทธ มัยลาภ จบปริญญาตรีแพทยศาสตรบัณฑิต จากมหาวิทยาลัยใดในประเทศอังกฤษ   มหาวิทยาลัยลอนดอน,ยงยุทธ มัยลาภ จบปริญญาตรีแพทยศาสตรบัณฑิต จากมหาวิทยาลัยใดในประเทศอังกฤษ,มหาวิทยาลัยลอนดอน
หลุยส์ เบรล ครูตาบอดชาวฝรั่งเศส เกิดวันที่เท่าไร   4,หลุยส์ เบรล ครูตาบอดชาวฝรั่งเศส เกิดวันที่เท่าไร,4
เมืองบูดาเปสต์ เป็นเมืองหลวงของประเทศอะไร   ฮังการี,เมืองบูดาเปสต์ เป็นเมืองหลวงของประเทศอะไร,ฮังการี
เออร์วิน แมจิก จอห์นสัน ชาวอเมริกัน เล่นกีฬาอะไร   บาสเกตบอล,เออร์วิน แมจิก จอห์นสัน ชาวอเมริกัน เล่นกีฬาอะไร,บาสเกตบอล
ประเทศเอลซัลวาดอร์ได้รับประกาศอิสรภาพจากสเปนในปี ค.ศ. ใด   1821,ประเทศเอลซัลวาดอร์ได้รับประกาศอิสรภาพจากสเปนในปี ค.ศ. ใด,1821
พระราชวังต้องห้าม หรือ พระราชวังกู้กง แปลตามตัวอักษรภาษาจีนได้ว่าอะไร   เมืองต้องห้ามสีม่วง,พระราชวังต้องห้าม หรือ พระราชวังกู้กง แปลตามตัวอักษรภาษาจีนได้ว่าอะไร,เมืองต้องห้ามสีม่วง
พระราชวังดุสิตเป็นเมืองจำลองรูปแบบระบอบประชาธิปไตย ที่ถูกสร้างขึ้นบนพื้นที่กี่ไร่   3 ไร่,พระราชวังดุสิตเป็นเมืองจำลองรูปแบบระบอบประชาธิปไตย ที่ถูกสร้างขึ้นบนพื้นที่กี่ไร่,3 ไร่
รองศาสตราจารย์โคทม อารียา เกิดเดือนอะไร   กันยายน,รองศาสตราจารย์โคทม อารียา เกิดเดือนอะไร,กันยายน
กษัตริย์พระองค์ใดเป็นผู้พระราชทานชื่อ สะพานภูมิพล   พระบาทสมเด็จพระปรมินทรมหาภูมิพลอดุลยเดช,กษัตริย์พระองค์ใดเป็นผู้พระราชทานชื่อ สะพานภูมิพล,พระบาทสมเด็จพระปรมินทรมหาภูมิพลอดุลยเดช
หม่อมราชวงศ์จัตุมงคล จบปริญญาตรีสาขาวิศวกรรมศาสตร์และเศรษฐศาสตร์จาก มหาวิทยาลัยเคมบริดจ์ เมื่อ พ.ศ. ใด   2508,หม่อมราชวงศ์จัตุมงคล จบปริญญาตรีสาขาวิศวกรรมศาสตร์และเศรษฐศาสตร์จาก มหาวิทยาลัยเคมบริดจ์ เมื่อ พ.ศ. ใด,2508
กุมารทอง ป.ปลื้มกมล เป็นคนจังหวัดอะไร   บุรีรัมย์,กุมารทอง ป.ปลื้มกมล เป็นคนจังหวัดอะไร,บุรีรัมย์
แม่ของ ใหม่ เจริญปุระ คือใคร   นางวินีย์ สนธิกุล,แม่ของ ใหม่ เจริญปุระ คือใคร,นางวินีย์ สนธิกุล
ใหม่ เจริญปุระ เกิดเดือนอะไร   มกราคม,ใหม่ เจริญปุระ เกิดเดือนอะไร,มกราคม
บริษัท สโมสรฟุตบอลขอนแก่น จำกัด ก่อตั้งขึ้นเมื่อวันที่เท่าไร   21,บริษัท สโมสรฟุตบอลขอนแก่น จำกัด ก่อตั้งขึ้นเมื่อวันที่เท่าไร,21
บริษัท สโมสรฟุตบอลขอนแก่น จำกัด จดเลขทะเบียนการค้าเลขอะไร   0405550000730,บริษัท สโมสรฟุตบอลขอนแก่น จำกัด จดเลขทะเบียนการค้าเลขอะไร,0405550000730
กรณ์ จาติกวณิช อดีตรองหัวหน้าพรรคประชาธิปัตย์ เกิด พ.ศ. อะไร   2507,กรณ์ จาติกวณิช อดีตรองหัวหน้าพรรคประชาธิปัตย์ เกิด พ.ศ. อะไร,2507
กรณ์ จาติกวณิช เกิดที่โรงพยาบาลอะไร   Princess Beatrice Hospital,กรณ์ จาติกวณิช เกิดที่โรงพยาบาลอะไร,Princess Beatrice Hospital
วีระ ธีระภัทรานนท์ เกิดที่จังหวัดอะไร   พิจิตร,วีระ ธีระภัทรานนท์ เกิดที่จังหวัดอะไร,พิจิตร
วีระ ธีระภัทรานนท์ เกิดเมื่อวันที่เท่าไร   22,วีระ ธีระภัทรานนท์ เกิดเมื่อวันที่เท่าไร,22
เพชรไทย ชูวัฒนะ มีชื่อจริงว่า นฤพล สุกใส เกิดวันที่เท่าไร   1,เพชรไทย ชูวัฒนะ มีชื่อจริงว่า นฤพล สุกใส เกิดวันที่เท่าไร,1
สมเด็จพระราชินีนาถซาโลเต ตูโปอูที่ 3 แห่งตองกา ทรงพระราชสมภพเมื่อวันที่เท่าไร   13,สมเด็จพระราชินีนาถซาโลเต ตูโปอูที่ 3 แห่งตองกา ทรงพระราชสมภพเมื่อวันที่เท่าไร,13
ขาวผ่อง สิทธิชูชัย เป็นนักมวยชาวไทยคนแรกที่ได้เหรียญเงินจากการแข่งขันชกมวยในโอลิมปิก ครั้งที่ 23 จัดขึ้นที่ประเทศอะไร   สหรัฐอเมริกา,ขาวผ่อง สิทธิชูชัย เป็นนักมวยชาวไทยคนแรกที่ได้เหรียญเงินจากการแข่งขันชกมวยในโอลิมปิก ครั้งที่ 23 จัดขึ้นที่ประเทศอะไร,สหรัฐอเมริกา
ทวี อัมพรมหา หรือ ขาวผ่อง สิทธิชูชัย เกิดเมื่อวันที่เท่าไร   15,ทวี อัมพรมหา หรือ ขาวผ่อง สิทธิชูชัย เกิดเมื่อวันที่เท่าไร,15
เขื่อนปากมูล เป็นเขื่อนในจังหวัดอะไร   อุบลราชธานี,เขื่อนปากมูล เป็นเขื่อนในจังหวัดอะไร,อุบลราชธานี
นายพุทธิพงษ์ ปุณณกันต์ แสดงละครโทรทัศน์เรื่อง ตั้งไข่ล้มพรหมไม่ลิขิต เมื่อปี พ.ศ.ใด   2542,นายพุทธิพงษ์ ปุณณกันต์ แสดงละครโทรทัศน์เรื่อง ตั้งไข่ล้มพรหมไม่ลิขิต เมื่อปี พ.ศ.ใด,2542
ณัฐพงษ์ สมณะ นักฟุตบอลทีมชาติไทย มีพี่น้องทั้งหมดกี่คน   3 คน,ณัฐพงษ์ สมณะ นักฟุตบอลทีมชาติไทย มีพี่น้องทั้งหมดกี่คน,3 คน
ณัฐพงษ์ สมณะ นักฟุตบอลทีมชาติไทย เกิดเดือนอะไร   มิถุนายน,ณัฐพงษ์ สมณะ นักฟุตบอลทีมชาติไทย เกิดเดือนอะไร,มิถุนายน
สมเด็จพระเจ้าพี่นางเธอเจ้าฟ้ากรมพระศรีสุดารักษ์ สิ้นพระชนม์ในรัชกาลที่ 1 เมื่อวันอะไร   อาทิตย์,สมเด็จพระเจ้าพี่นางเธอเจ้าฟ้ากรมพระศรีสุดารักษ์ สิ้นพระชนม์ในรัชกาลที่ 1 เมื่อวันอะไร,อาทิตย์
เมืองลับแล หรืออำเภอลับแล เป็นอำเภอหนึ่งในจังหวัดอะไร   อุตรดิตถ์,เมืองลับแล หรืออำเภอลับแล เป็นอำเภอหนึ่งในจังหวัดอะไร,อุตรดิตถ์
พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัวได้เสด็จมายังเมืองลับแลจังหวัดอุตรดิตถ์ เมื่อปี พ.ศ. ใด   2444,พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัวได้เสด็จมายังเมืองลับแลจังหวัดอุตรดิตถ์ เมื่อปี พ.ศ. ใด,2444
วัดกันมาตุยารามตั้งอยู่เขตสัมพันธวงศ์เป็นวัดราษฎร์ขนาดเล็ก สังกัดนิกายใด   ธรรมยุตินิกาย,วัดกันมาตุยารามตั้งอยู่เขตสัมพันธวงศ์เป็นวัดราษฎร์ขนาดเล็ก สังกัดนิกายใด,ธรรมยุตินิกาย
ชื่อท่าอากาศยานนานาชาติโออาร์ แทมโบ ตั้งตามชื่อใคร   โอลิเวอร์ เรจินัลด์ แทมโบ,ชื่อท่าอากาศยานนานาชาติโออาร์ แทมโบ ตั้งตามชื่อใคร,โอลิเวอร์ เรจินัลด์ แทมโบ
"แหลมทอง บัวไทย นักร้องลูกทุ่งจากดินแดน ""หลวงพ่อเงิน "" แห่งเมืองอะไร   พิจิตร","แหลมทอง บัวไทย นักร้องลูกทุ่งจากดินแดน ""หลวงพ่อเงิน "" แห่งเมืองอะไร",พิจิตร
มาร์กาลี รูธ แมกกี จิลเลนฮอล เป็นนักแสดงชาวอเมริกัน มีน้องสางชื่อว่าอะไร   เจค จิลเลนฮอล,มาร์กาลี รูธ แมกกี จิลเลนฮอล เป็นนักแสดงชาวอเมริกัน มีน้องสางชื่อว่าอะไร,เจค จิลเลนฮอล
มาร์กาลี รูธ แมกกี จิลเลนฮอล เกิดเดือนอะไร   พฤศจิกายน,มาร์กาลี รูธ แมกกี จิลเลนฮอล เกิดเดือนอะไร,พฤศจิกายน
กวินเน็ธ เคต พัลโทรว์  นักแสดงชาวอเมริกัน เกิดวันที่เท่าไร   27,กวินเน็ธ เคต พัลโทรว์  นักแสดงชาวอเมริกัน เกิดวันที่เท่าไร,27
ศรีริต้า เจนเซ่น นักแสดงชาวไทย เกิดเมื่อ พ.ศ. อะไร   2524,ศรีริต้า เจนเซ่น นักแสดงชาวไทย เกิดเมื่อ พ.ศ. อะไร,2524
หยาดทิพย์ ราชปาล นักแสดงสาวชาวไทย เกิดวันอะไร   เสาร์,หยาดทิพย์ ราชปาล นักแสดงสาวชาวไทย เกิดวันอะไร,เสาร์
เขมนิจ จามิกรณ์ นักแสดงและนางแบบชาวไทย เกิดเดือนอะไร   พฤษภาคม,เขมนิจ จามิกรณ์ นักแสดงและนางแบบชาวไทย เกิดเดือนอะไร,พฤษภาคม
วาสนา วีระชาติพลี หรือ ป้าแต๋ว เกิดวันที่เท่าไร   24,วาสนา วีระชาติพลี หรือ ป้าแต๋ว เกิดวันที่เท่าไร,24
ต้นมะตูมเป็นพันธุ์ไม้มงคลพระราชทานประจำจังหวัดอะไร   ชัยนาท,ต้นมะตูมเป็นพันธุ์ไม้มงคลพระราชทานประจำจังหวัดอะไร,ชัยนาท
คัทลียา แมคอินทอช หรือแหม่ม เกิดวันที่เท่าไร   10,คัทลียา แมคอินทอช หรือแหม่ม เกิดวันที่เท่าไร,10
ดร. เอ. พี. เจ. อับดุล กลาม อดีตประธานาธิบดีคนที่ 11 ของประเทศอินเดีย  เกิดวันที่เท่าไร   15,ดร. เอ. พี. เจ. อับดุล กลาม อดีตประธานาธิบดีคนที่ 11 ของประเทศอินเดีย  เกิดวันที่เท่าไร,15
สุชาติ พรหมรุ่งโรจน์ นักเขียนการ์ตูน ใช้นามปากกา หมู นินจา เกิดเดือนอะไร   ตุลาคม,สุชาติ พรหมรุ่งโรจน์ นักเขียนการ์ตูน ใช้นามปากกา หมู นินจา เกิดเดือนอะไร,ตุลาคม
ไรน์โฮลด์ เมสเนอร์ หรือ Reinhold Messner นักปีนเขาชาวอิตาลี เกิดวันที่เท่าไร   17,ไรน์โฮลด์ เมสเนอร์ หรือ Reinhold Messner นักปีนเขาชาวอิตาลี เกิดวันที่เท่าไร,17
หม่อมเจ้าขจรจรัสฤทธิ์ กฤดากร ประสูติเมื่อวันที่เท่าไร   29,หม่อมเจ้าขจรจรัสฤทธิ์ กฤดากร ประสูติเมื่อวันที่เท่าไร,29
แอน ทองประสม เกิดวันอะไร   จันทร์,แอน ทองประสม เกิดวันอะไร,จันทร์
แม่ของคริสตอฟ ดินเซนฮอฟเฟอร์สถาปนิกบาโรกแบบโบฮีเมีย คือใคร   แอนนา แธนเนอร์,แม่ของคริสตอฟ ดินเซนฮอฟเฟอร์สถาปนิกบาโรกแบบโบฮีเมีย คือใคร,แอนนา แธนเนอร์
คริสตอฟ ดินเซนฮอฟเฟอร์ เป็นสถาปนิกบาโรกแบบโบฮีเมีย เกิดที่เมืองใดในประเทศเยอรมนี   เซ็นต์มากาเร็ตเธ็น,คริสตอฟ ดินเซนฮอฟเฟอร์ เป็นสถาปนิกบาโรกแบบโบฮีเมีย เกิดที่เมืองใดในประเทศเยอรมนี,เซ็นต์มากาเร็ตเธ็น
กฤษฎา พรเวโรจน์ เกิดเมื่อวันที่เท่าไร   1,กฤษฎา พรเวโรจน์ เกิดเมื่อวันที่เท่าไร,1
พลอากาศโทกาจ กาจสงคราม หรือ หลวงกาจสงครามถึงแก่อนิจกรรมเมื่อวันที่เท่าไร   27,พลอากาศโทกาจ กาจสงคราม หรือ หลวงกาจสงครามถึงแก่อนิจกรรมเมื่อวันที่เท่าไร,27
กรมศุลกากร เป็นเจ้าของสโมสรฟุตบอลชื่อว่าอะไร   เอ็มโอเอฟ ศุลกากร ยูไนเต็ด,กรมศุลกากร เป็นเจ้าของสโมสรฟุตบอลชื่อว่าอะไร,เอ็มโอเอฟ ศุลกากร ยูไนเต็ด
สโมสรฟุตบอลเอ็มโอเอฟ ศุลกากร ยูไนเต็ด ก่อตั้งขึ้นในปี พ.ศ. ใด   2497,สโมสรฟุตบอลเอ็มโอเอฟ ศุลกากร ยูไนเต็ด ก่อตั้งขึ้นในปี พ.ศ. ใด,2497
พระราชวังคย็องบก ตั้งอยู่ที่ตอนเหนือของกรุงโซล ประเทศเกาหลีใต้ สร้างขึ้นในปี พ.ศ. ใด   1937,พระราชวังคย็องบก ตั้งอยู่ที่ตอนเหนือของกรุงโซล ประเทศเกาหลีใต้ สร้างขึ้นในปี พ.ศ. ใด,1937
"คำว่า ""คย็องบกกุง"" ในภาษาเกาหลี แปลว่าอะไร   พระราชวังแห่งพรที่ส่องสว่าง","คำว่า ""คย็องบกกุง"" ในภาษาเกาหลี แปลว่าอะไร",พระราชวังแห่งพรที่ส่องสว่าง
ริชาร์ด คาร์เพนเทอร์ หรือ Richard Carpenter สมาชิกวงเดอะคาร์เพนเทอส์ เกิดวันที่เท่าไร   15,ริชาร์ด คาร์เพนเทอร์ หรือ Richard Carpenter สมาชิกวงเดอะคาร์เพนเทอส์ เกิดวันที่เท่าไร,15
แคเรน คาร์เพนเทอร์ หรือ Karen Carpenter  สมาชิกวงเดอะคาร์เพนเทอส์ เกิดเดือนอะไร   มีนาคม,แคเรน คาร์เพนเทอร์ หรือ Karen Carpenter  สมาชิกวงเดอะคาร์เพนเทอส์ เกิดเดือนอะไร,มีนาคม
เอมิกา กลิ่นประทุม หรือ เอมี่ กลิ่นประทุม เกิดวันที่เท่าไร   8,เอมิกา กลิ่นประทุม หรือ เอมี่ กลิ่นประทุม เกิดวันที่เท่าไร,8
บ้านเกิดของอดีตนักแสดงและนักพากย์ชายชาวญี่ปุ่นที่ชื่อ ยูตะ โมจิซึกิอยู่ที่จังหวัดใด   คานางาวะ,บ้านเกิดของอดีตนักแสดงและนักพากย์ชายชาวญี่ปุ่นที่ชื่อ ยูตะ โมจิซึกิอยู่ที่จังหวัดใด,คานางาวะ
พระราชวังนึมเฟนบูร์ก ตั้งอยู่ที่เมืองมิวนิค รัฐบาวาเรีย ประเทศอะไร   เยอรมนี,พระราชวังนึมเฟนบูร์ก ตั้งอยู่ที่เมืองมิวนิค รัฐบาวาเรีย ประเทศอะไร,เยอรมนี
นิกิต้า เซเกรเยวิช ครุชชอฟ เกิดวันที่เท่าไร   15,นิกิต้า เซเกรเยวิช ครุชชอฟ เกิดวันที่เท่าไร,15
กิ๊ก มยุริญ ผ่องผุดพันธ์ จบการศึกษาระดับประถมศึกษาและมัธยมศึกษา จากโรงเรียนอะไร   สาธิตจุฬาฯ,กิ๊ก มยุริญ ผ่องผุดพันธ์ จบการศึกษาระดับประถมศึกษาและมัธยมศึกษา จากโรงเรียนอะไร,สาธิตจุฬาฯ
กมลชนก โกมลฐิติ เกิดเมื่อวันที่เท่าไร   3,กมลชนก โกมลฐิติ เกิดเมื่อวันที่เท่าไร,3
หอคอยบรรหาร-แจ่มใส เป็นหอคอยแห่งหนึ่งในสุพรรณบุรีมีความสูงเท่าไร   123.25 เมตร,หอคอยบรรหาร-แจ่มใส เป็นหอคอยแห่งหนึ่งในสุพรรณบุรีมีความสูงเท่าไร,123.25 เมตร
รถเมล์ คะนึงนิจ จักรสมิทธานนท์ เกิดวันที่เท่าไร   5,รถเมล์ คะนึงนิจ จักรสมิทธานนท์ เกิดวันที่เท่าไร,5
วรฤทธิ์ ไวยเจียรนัย หรือชื่อเล่น เอส เกิดวันที่เท่าไร   31,วรฤทธิ์ ไวยเจียรนัย หรือชื่อเล่น เอส เกิดวันที่เท่าไร,31
วรายุฑ มิลินทจินดา เกิดวันที่เท่าไร   16,วรายุฑ มิลินทจินดา เกิดวันที่เท่าไร,16
พ่อของไก่ วรายุฑ มิลินทจินดา คือใคร   นายวิวัฒน์ มิลินทจินดา,พ่อของไก่ วรายุฑ มิลินทจินดา คือใคร,นายวิวัฒน์ มิลินทจินดา
ยุนะ อิโต นักร้องเพลงป็อปชาวญี่ปุ่น เกิดเดือนอะไร   กันยายน,ยุนะ อิโต นักร้องเพลงป็อปชาวญี่ปุ่น เกิดเดือนอะไร,กันยายน
