context,question,answer
สมเด็จพระราชาธิบดีฎอลาลแห่งจอร์แดน ขึ้นครองราชย์เมื่อ ค.ศ. ใด   ค.ศ. 1951,สมเด็จพระราชาธิบดีฎอลาลแห่งจอร์แดน ขึ้นครองราชย์เมื่อ ค.ศ. ใด,ค.ศ. 1951
วิวัฒน์ แช่มรัมย์ นักร้องเพลงแนวเพื่อชีวิต สังกัดแกรมมี่โกลด์ หรือที่รู้จักกันดีในชื่อว่าอะไร   แช่ม แช่มรัมย์,วิวัฒน์ แช่มรัมย์ นักร้องเพลงแนวเพื่อชีวิต สังกัดแกรมมี่โกลด์ หรือที่รู้จักกันดีในชื่อว่าอะไร,แช่ม แช่มรัมย์
มาร์ก เดวิส เป็นนักสนุกเกอร์อาชีพจากเมืองใด   เมืองเซนต์เลินนาดส์ ซัสเซกซ์,มาร์ก เดวิส เป็นนักสนุกเกอร์อาชีพจากเมืองใด,เมืองเซนต์เลินนาดส์ ซัสเซกซ์
มาร์ก เดวิส นักสนุกเกอร์อาชีพ เริ่มเล่นอาชีพตั้งแต่ปีใด   ปี 1991,มาร์ก เดวิส นักสนุกเกอร์อาชีพ เริ่มเล่นอาชีพตั้งแต่ปีใด,ปี 1991
พันตรีหญิง อุดมพร พลศักดิ์ อดีตนักกีฬายกน้ำหนักทีมชาติไทย มีชื่อเล่นว่าอะไร   อร,พันตรีหญิง อุดมพร พลศักดิ์ อดีตนักกีฬายกน้ำหนักทีมชาติไทย มีชื่อเล่นว่าอะไร,อร
พันตรีหญิง อุดมพร พลศักดิ์ อดีตนักกีฬายกน้ำหนักทีมชาติไทย สมรสกับใคร   นายชัยรัตน์ ล้อประกานต์สิทธิ์,พันตรีหญิง อุดมพร พลศักดิ์ อดีตนักกีฬายกน้ำหนักทีมชาติไทย สมรสกับใคร,นายชัยรัตน์ ล้อประกานต์สิทธิ์
เพชรไทย ชูวัฒนะ นักมวยไทย มีชื่อจริงว่าอะไร   นฤพล สุกใส,เพชรไทย ชูวัฒนะ นักมวยไทย มีชื่อจริงว่าอะไร,นฤพล สุกใส
ธราวุธ นพจินดา ใช้นามปากกาว่า น้องหนู มีชื่อเล่นว่าอะไร   หนู,ธราวุธ นพจินดา ใช้นามปากกาว่า น้องหนู มีชื่อเล่นว่าอะไร,หนู
มอซือ หรือ จักรพรรดินีเหมา เป็นพระสนมของใคร   พระเจ้าโจยอย,มอซือ หรือ จักรพรรดินีเหมา เป็นพระสนมของใคร,พระเจ้าโจยอย
กุมารทอง ป.ปลื้มกมล เป็นพี่ชายของใคร   เวทย์ ศักดิ์เมืองแกลง,กุมารทอง ป.ปลื้มกมล เป็นพี่ชายของใคร,เวทย์ ศักดิ์เมืองแกลง
อัตชีวประวัติของ ดร. เอ. พี. เจ. อับดุล กลาม ประธานาธิบดีคนที่ 11 ของประเทศอินเดีย ได้ถูกเขียนเป็นหนังสือชื่อว่าอะไร   ปีกแห่งไฟ,อัตชีวประวัติของ ดร. เอ. พี. เจ. อับดุล กลาม ประธานาธิบดีคนที่ 11 ของประเทศอินเดีย ได้ถูกเขียนเป็นหนังสือชื่อว่าอะไร,ปีกแห่งไฟ
หลู่ ซฺวิ่น เป็นนามปากกาของนักเขียนชาวจีนที่สำคัญคนหนึ่งของคริสต์ศตวรรษที่ 20 คือใคร   โจว จางโช่ว,หลู่ ซฺวิ่น เป็นนามปากกาของนักเขียนชาวจีนที่สำคัญคนหนึ่งของคริสต์ศตวรรษที่ 20 คือใคร,โจว จางโช่ว
โจว จางโช่ว เป็นนักเขียนชาวจีนที่สำคัญคนหนึ่งของคริสต์ศตวรรษที่ 20 ใช้นามปากกาว่า หลู่ ซฺวิ่น เริ่มเข้าเรียนที่โรงเรียนอะไร   โรงเรียนเจียงหนาน,โจว จางโช่ว เป็นนักเขียนชาวจีนที่สำคัญคนหนึ่งของคริสต์ศตวรรษที่ 20 ใช้นามปากกาว่า หลู่ ซฺวิ่น เริ่มเข้าเรียนที่โรงเรียนอะไร,โรงเรียนเจียงหนาน
เจ้าวรทัศน์ ณ ลำพูน สำเร็จการศึกษาจากโรงเรียนอะไร   โรงเรียนจักรคำคณาทร,เจ้าวรทัศน์ ณ ลำพูน สำเร็จการศึกษาจากโรงเรียนอะไร,โรงเรียนจักรคำคณาทร
อาเจะฮ์ เป็นจังหวัดหนึ่งของประเทศอะไร   ประเทศอินโดนีเซีย,อาเจะฮ์ เป็นจังหวัดหนึ่งของประเทศอะไร,ประเทศอินโดนีเซีย
องค์บาก 2 เป็นภาพยนตร์ไทยเน้นศิลปะการต่อสู้ ที่นำแสดงโดยใคร   ทัชชกร ยีรัมย์,องค์บาก 2 เป็นภาพยนตร์ไทยเน้นศิลปะการต่อสู้ ที่นำแสดงโดยใคร,ทัชชกร ยีรัมย์
ภาพยนตร์เรื่ององค์บาก 2 ออกฉายอย่างเป็นทางการในประเทศไทย วันที่ 5 ธันวาคม พ.ศ. 2551 ทำรายได้รวมเท่าไร   102.29 ล้านบาท,ภาพยนตร์เรื่ององค์บาก 2 ออกฉายอย่างเป็นทางการในประเทศไทย วันที่ 5 ธันวาคม พ.ศ. 2551 ทำรายได้รวมเท่าไร,102.29 ล้านบาท
ผู้ประดิษฐ์อักษรเบรลล์สำหรับคนตาบอดอ่านโดยใช้นิ้วมือสัมผัส คือใคร   หลุยส์ เบรล,ผู้ประดิษฐ์อักษรเบรลล์สำหรับคนตาบอดอ่านโดยใช้นิ้วมือสัมผัส คือใคร,หลุยส์ เบรล
เจ้าหญิงลัลลา มาลิกะฮ์เป็นพระราชธิดาในสมเด็จพระราชาธิบดีมุฮัมมัดที่ 5 เสกสมรสกับใคร   พลโทมุฮัมมัด เชร์เคาวีย์,เจ้าหญิงลัลลา มาลิกะฮ์เป็นพระราชธิดาในสมเด็จพระราชาธิบดีมุฮัมมัดที่ 5 เสกสมรสกับใคร,พลโทมุฮัมมัด เชร์เคาวีย์
สะพานภูมิพล มีชื่อเดิมเรียกว่าอะไร   สะพานวงแหวนอุตสาหกรรม,สะพานภูมิพล มีชื่อเดิมเรียกว่าอะไร,สะพานวงแหวนอุตสาหกรรม
ชมพูภูคา ชื่อวิทยาศาสตร์คืออะไร   Bretschneidera sinensis,ชมพูภูคา ชื่อวิทยาศาสตร์คืออะไร,Bretschneidera sinensis
เขมรัชต์ สุนทรนนท์ นักจัดรายการวิทยุทางคลื่น 94 อีเอฟเอ็ม มีชื่อเล่นว่าอะไร   อ๋อง,เขมรัชต์ สุนทรนนท์ นักจัดรายการวิทยุทางคลื่น 94 อีเอฟเอ็ม มีชื่อเล่นว่าอะไร,อ๋อง
ภรรยาของนายพุทธิพงษ์ ปุณณกันต์ คือใคร   นุสบา วาณิชอังกูร,ภรรยาของนายพุทธิพงษ์ ปุณณกันต์ คือใคร,นุสบา วาณิชอังกูร
พระเจ้าบรมวงศ์เธอ พระองค์เจ้าฉวีวรรณ สิ้นพระชนม์ในรัชกาลใด   รัชกาลที่ 5,พระเจ้าบรมวงศ์เธอ พระองค์เจ้าฉวีวรรณ สิ้นพระชนม์ในรัชกาลใด,รัชกาลที่ 5
คุณหญิง เฮเลน เมียร์เรน เกิดเมื่อไร   วันที่ 26 กรกฎาคม ค.ศ. 1945,คุณหญิง เฮเลน เมียร์เรน เกิดเมื่อไร,วันที่ 26 กรกฎาคม ค.ศ. 1945
เฮเลน เมียร์เรน เป็นที่รู้จักจากบทบาทสมเด็จพระราชินีนาถเอลิซาเบธที่ 2 แห่งสหราชอาณาจักร จากภาพยนตร์เรื่องอะไร   เรื่อง The Queen,เฮเลน เมียร์เรน เป็นที่รู้จักจากบทบาทสมเด็จพระราชินีนาถเอลิซาเบธที่ 2 แห่งสหราชอาณาจักร จากภาพยนตร์เรื่องอะไร,เรื่อง The Queen
ปฐมสิทธิ์ เกษตรพัฒนา มีชื่อจริงว่าอะไร   นายเอกกวี แก้วมณี,ปฐมสิทธิ์ เกษตรพัฒนา มีชื่อจริงว่าอะไร,นายเอกกวี แก้วมณี
ปฐมสิทธิ์ชกมวยสากลอาชีพครั้งแรกเมื่อไร   วันที่ 15 กุมภาพันธ์ พ.ศ. 2556,ปฐมสิทธิ์ชกมวยสากลอาชีพครั้งแรกเมื่อไร,วันที่ 15 กุมภาพันธ์ พ.ศ. 2556
อดัม แกเบรียล การ์เซีย เกิดเมื่อไร   วันที่ 1 มิถุนายน ค.ศ. 1973,อดัม แกเบรียล การ์เซีย เกิดเมื่อไร,วันที่ 1 มิถุนายน ค.ศ. 1973
อดัม แกเบรียล การ์เซีย มีผลงานเป็นที่รู้จักในภาพยนตร์เรื่องอะไรในปี 2000   Coyote Ugly (2000),อดัม แกเบรียล การ์เซีย มีผลงานเป็นที่รู้จักในภาพยนตร์เรื่องอะไรในปี 2000,Coyote Ugly (2000)
นิมุคตาร์ วาบา เกิดเมื่อไร   วันที่ 15 กรกฎาคม พ.ศ. 2494,นิมุคตาร์ วาบา เกิดเมื่อไร,วันที่ 15 กรกฎาคม พ.ศ. 2494
นิมุคตาร์ วาบา เป็นผู้บริหารโรงเรียนอะไร   โรงเรียนดรุณศาสน์วิทยา,นิมุคตาร์ วาบา เป็นผู้บริหารโรงเรียนอะไร,โรงเรียนดรุณศาสน์วิทยา
เศษชิ้นส่วนขนาดเล็กของดาวหางที่ถูกสลัดทิ้งไว้ตามทางโคจรเรียกว่าอะไร   ธารสะเก็ดดาว,เศษชิ้นส่วนขนาดเล็กของดาวหางที่ถูกสลัดทิ้งไว้ตามทางโคจรเรียกว่าอะไร,ธารสะเก็ดดาว
วากิ้นที่เป็นปลาทองสายพันธุ์หนึ่งมีแหล่งกำเนิดที่ประเทศใด   จีน,วากิ้นที่เป็นปลาทองสายพันธุ์หนึ่งมีแหล่งกำเนิดที่ประเทศใด,จีน
ดร.มารวย ผดุงสิทธิ์ได้รับปริญญาพาณิชยศาสตรดุษฎีบัณฑิตกิตติมศักดิ์มาจากมหาวิทยาลัยใด   ธรรมศาสตร์,ดร.มารวย ผดุงสิทธิ์ได้รับปริญญาพาณิชยศาสตรดุษฎีบัณฑิตกิตติมศักดิ์มาจากมหาวิทยาลัยใด,ธรรมศาสตร์
ปฐมกริยาคืออะไร   กริยารูปปัจจุบัน,ปฐมกริยาคืออะไร,กริยารูปปัจจุบัน
ดวงจันทร์ สุวรรณี มีชื่อเล่นว่าอะไร   หญิง,ดวงจันทร์ สุวรรณี มีชื่อเล่นว่าอะไร,หญิง
สบู่หอมนกแก้วผลิตขึ้นครั้งแรกในนามของบริษัทอะไร   บริษัทรูเบียอุตสาหกรรม,สบู่หอมนกแก้วผลิตขึ้นครั้งแรกในนามของบริษัทอะไร,บริษัทรูเบียอุตสาหกรรม
บอน โจวี รวมตัวกันในปีอะไร   1983,บอน โจวี รวมตัวกันในปีอะไร,1983
นกหัวขวานดำอาศัยอยู่ในป่าทั่วภูมิภาคไหน   พาลีอาร์กติกทางตอนเหนือ,นกหัวขวานดำอาศัยอยู่ในป่าทั่วภูมิภาคไหน,พาลีอาร์กติกทางตอนเหนือ
รหัสประจำยานของกระสวยอวกาศชาเลนเจอร์คืออะไร   OV-099,รหัสประจำยานของกระสวยอวกาศชาเลนเจอร์คืออะไร,OV-099
ยานชาเลนเจอร์ได้รับเลือกให้ปฏิบัติภารกิจทั้งหมดกี่ครั้ง   10,ยานชาเลนเจอร์ได้รับเลือกให้ปฏิบัติภารกิจทั้งหมดกี่ครั้ง,10
กระสวยอวกาศดิสคัฟเวอรีเป็นกระสวยอวกาศลำที่เท่าไรขององค์การนาซา   3,กระสวยอวกาศดิสคัฟเวอรีเป็นกระสวยอวกาศลำที่เท่าไรขององค์การนาซา,3
ผู้บังคับการบินกระสวยอวกาศดิสคัฟเวอรีให้บินเข้าสู่อวกาศเมื่อวันที่ 26 กรกฎาคม ค.ศ. 2005 คือใคร   นาวาอากาศเอก ไอลีน คอลลินส์,ผู้บังคับการบินกระสวยอวกาศดิสคัฟเวอรีให้บินเข้าสู่อวกาศเมื่อวันที่ 26 กรกฎาคม ค.ศ. 2005 คือใคร,นาวาอากาศเอก ไอลีน คอลลินส์
ยานเอนเดฟเวอร์ได้ปฏิบัติภารกิจมาแล้วรวมกี่ภารกิจ   24,ยานเอนเดฟเวอร์ได้ปฏิบัติภารกิจมาแล้วรวมกี่ภารกิจ,24
ปัจจุบันกระสวยอวกาศเอนเทอร์ไพรซ์ได้ถูกนำไปแสดงที่ใด   Steven F. Udvar-Hazy Center,ปัจจุบันกระสวยอวกาศเอนเทอร์ไพรซ์ได้ถูกนำไปแสดงที่ใด,Steven F. Udvar-Hazy Center
กระสวยต้นแบบในการสร้างกระสวยอวกาศโคลัมเบียคือกระสวยอวกาศอะไร   กระสวยอวกาศเอนเทอร์ไพรซ์,กระสวยต้นแบบในการสร้างกระสวยอวกาศโคลัมเบียคือกระสวยอวกาศอะไร,กระสวยอวกาศเอนเทอร์ไพรซ์
กระสวยอวกาศแอตแลนติสปฏิบัติภารกิจจนถึงปี พ.ศ. อะไร   พ.ศ. 2553,กระสวยอวกาศแอตแลนติสปฏิบัติภารกิจจนถึงปี พ.ศ. อะไร,พ.ศ. 2553
กระสวยอวกาศโคลัมเบียใช้ปฏิบัติภารกิจมาแล้วกี่ครั้ง   28,กระสวยอวกาศโคลัมเบียใช้ปฏิบัติภารกิจมาแล้วกี่ครั้ง,28
กระสวยอวกาศใดเป็นกระสวยอวกาศลำแรกที่นาซ่าได้ใช้งานจริง   กระสวยอวกาศโคลัมเบีย,กระสวยอวกาศใดเป็นกระสวยอวกาศลำแรกที่นาซ่าได้ใช้งานจริง,กระสวยอวกาศโคลัมเบีย
สถานเอกอัครราชทูตไทยในประเทศกรีซอยู่ที่เมืองใด   กรุงเอเธนส์,สถานเอกอัครราชทูตไทยในประเทศกรีซอยู่ที่เมืองใด,กรุงเอเธนส์
ประเทศสกอตแลนด์มีพรมแดนทางทิศใต้ร่วมกับประเทศใด   อังกฤษ,ประเทศสกอตแลนด์มีพรมแดนทางทิศใต้ร่วมกับประเทศใด,อังกฤษ
ชื่ออย่างเป็นทางการของประเทศวานูอาตูคืออะไร   สาธารณรัฐวานูอาตู,ชื่ออย่างเป็นทางการของประเทศวานูอาตูคืออะไร,สาธารณรัฐวานูอาตู
เกรจ วาเลนไทน์ นักมวยปล้ำชาวอเมริกันได้แชมป์ทั้งหมดกี่แชมป์   40 แชมป์,เกรจ วาเลนไทน์ นักมวยปล้ำชาวอเมริกันได้แชมป์ทั้งหมดกี่แชมป์,40 แชมป์
วัดพระฝางจังหวัดอุตรดิตถ์นับว่าเป็นกลุ่มโบราณสถานของศูนย์กลางเมืองใด   เมืองฝางสวางคบุรี,วัดพระฝางจังหวัดอุตรดิตถ์นับว่าเป็นกลุ่มโบราณสถานของศูนย์กลางเมืองใด,เมืองฝางสวางคบุรี
เลอปุย-อ็อง-เวอแล เป็นเมืองหลวงของจังหวัดใดในประเทศฝรั่งเศส   จังหวัดโอต-ลัวร์,เลอปุย-อ็อง-เวอแล เป็นเมืองหลวงของจังหวัดใดในประเทศฝรั่งเศส,จังหวัดโอต-ลัวร์
เฟลิกซ์ เอดมุนโดวิช ดเซียร์จินสกี มีชื่อเล่นว่าอะไร   ไอออนเฟลิกซ์,เฟลิกซ์ เอดมุนโดวิช ดเซียร์จินสกี มีชื่อเล่นว่าอะไร,ไอออนเฟลิกซ์
ดร. พิมพ์ใจ ใจเย็น สำเร็จการศึกษาระดับมัธยมต้นที่โรงเรียนอะไร   โรงเรียนสตรีภูเก็ต,ดร. พิมพ์ใจ ใจเย็น สำเร็จการศึกษาระดับมัธยมต้นที่โรงเรียนอะไร,โรงเรียนสตรีภูเก็ต
"ประเทศบอตสวานามีพื้นที่กี่ตารางกิโลเมตร   600,370",ประเทศบอตสวานามีพื้นที่กี่ตารางกิโลเมตร,"600,370"
ทะเลสาบใดในประเทศบอตสวานาที่ถือว่าเป็นทะเลสาบเกลือที่ใหญ่ที่สุดในโลก   มัคกาดิคกาดี,ทะเลสาบใดในประเทศบอตสวานาที่ถือว่าเป็นทะเลสาบเกลือที่ใหญ่ที่สุดในโลก,มัคกาดิคกาดี
เมืองหลวงของประเทศบอสเนียและเฮอร์เซโกวีนามีชื่อว่าอะไร   ซาราเยโว,เมืองหลวงของประเทศบอสเนียและเฮอร์เซโกวีนามีชื่อว่าอะไร,ซาราเยโว
ไมเคิล เจมส์ ทินดัล นักรักบี้ชาวอังกฤษสมรสกับผู้ใด   ซารา ฟิลลิปส์,ไมเคิล เจมส์ ทินดัล นักรักบี้ชาวอังกฤษสมรสกับผู้ใด,ซารา ฟิลลิปส์
สหพันธรัฐบอสเนียและเฮอร์เซโกวีนาแบ่งออกเป็นกี่รัฐ   10,สหพันธรัฐบอสเนียและเฮอร์เซโกวีนาแบ่งออกเป็นกี่รัฐ,10
จำนวนคนว่างงานของประเทศบาร์เบโดสในปี 2549 คิดเป็นอัตราร้อยละเท่าไร   8.7,จำนวนคนว่างงานของประเทศบาร์เบโดสในปี 2549 คิดเป็นอัตราร้อยละเท่าไร,8.7
รถไฟฮกไกโดสายเอะซะชิเป็นรถไฟสายชนบท ในจังหวัดอะไรในประเทศญี่ปุ่น   จังหวัดฮกไกโด,รถไฟฮกไกโดสายเอะซะชิเป็นรถไฟสายชนบท ในจังหวัดอะไรในประเทศญี่ปุ่น,จังหวัดฮกไกโด
เจ้าจอมทับทิม ในรัชกาลที่ 4 สกุลเดิมคืออะไร   เพ็ญกุล,เจ้าจอมทับทิม ในรัชกาลที่ 4 สกุลเดิมคืออะไร,เพ็ญกุล
ใครเป็นผู้ยึดครองประเทศนอร์เวย์ในช่วงสงครามโลก ตั้งแต่ปี พ.ศ. 2483 ถึง 2488   นาซีเยอรมนี,ใครเป็นผู้ยึดครองประเทศนอร์เวย์ในช่วงสงครามโลก ตั้งแต่ปี พ.ศ. 2483 ถึง 2488,นาซีเยอรมนี
พระเจ้ามโหตรประเทศเป็นเจ้าผู้ครองนครเชียงใหม่องค์ที่ 5 พ.ศ. 2390 - พ.ศ. 2397 พระนามเดิมเรียกว่าอะไร   เจ้าหนานมหาวงศ์,พระเจ้ามโหตรประเทศเป็นเจ้าผู้ครองนครเชียงใหม่องค์ที่ 5 พ.ศ. 2390 - พ.ศ. 2397 พระนามเดิมเรียกว่าอะไร,เจ้าหนานมหาวงศ์
พระเจ้ามโหตรประเทศ ทรงครองราชย์ระหว่างปี พ.ศ. 2390 ถึงปี พ.ศ. 2397 เป็นเจ้าผู้ครองนครอะไร   นครเชียงใหม่,พระเจ้ามโหตรประเทศ ทรงครองราชย์ระหว่างปี พ.ศ. 2390 ถึงปี พ.ศ. 2397 เป็นเจ้าผู้ครองนครอะไร,นครเชียงใหม่
ประเทศนามิเบียมีพรมแดนด้านตะวันออกเฉียงเหนือติดกับประเทศอะไร   ซิมบับเว,ประเทศนามิเบียมีพรมแดนด้านตะวันออกเฉียงเหนือติดกับประเทศอะไร,ซิมบับเว
ปกรณ์ มะโน เกิดวันที่ 10 ตุลาคม พ.ศ. 2527 มีชื่อเดิมเรียกว่าอะไร   ประกิต ศิริภัทร์,ปกรณ์ มะโน เกิดวันที่ 10 ตุลาคม พ.ศ. 2527 มีชื่อเดิมเรียกว่าอะไร,ประกิต ศิริภัทร์
ผู้ใดที่ถือว่าเป็นชาวยุโรปคนแรกที่เดินทางไปประเทศนามิเบีย   บาร์โธโลมิวส์,ผู้ใดที่ถือว่าเป็นชาวยุโรปคนแรกที่เดินทางไปประเทศนามิเบีย,บาร์โธโลมิวส์
สามก๊ก ฉบับคนเดินดินที่ใช้นามปากกาว่า เล่า ชวน หัว เป็นผลงานของใคร   สุขสันต์ วิเวกเมธากร,สามก๊ก ฉบับคนเดินดินที่ใช้นามปากกาว่า เล่า ชวน หัว เป็นผลงานของใคร,สุขสันต์ วิเวกเมธากร
สุขสันต์ วิเวกเมธากร เขียนหนังสือเรื่องสามก๊กฉบับคนเดินดิน โดยใช้นามปากกาว่าอะไร   เล่า ชวน หัว,สุขสันต์ วิเวกเมธากร เขียนหนังสือเรื่องสามก๊กฉบับคนเดินดิน โดยใช้นามปากกาว่าอะไร,เล่า ชวน หัว
พลจัตวาทูนทิน ได้ดำรงตำแหน่งต่างๆ ในรัฐบาลทหารของผู้ใดก่อนขึ้นเป็นนายกของประเทศพม่า   พลเอก เนวีน,พลจัตวาทูนทิน ได้ดำรงตำแหน่งต่างๆ ในรัฐบาลทหารของผู้ใดก่อนขึ้นเป็นนายกของประเทศพม่า,พลเอก เนวีน
ในช่วงค.ศ. 1992 - 1999 ประเทศนาอูรูมีระบบการปกครองส่วนท้องถิ่นที่มีชื่อว่าอะไร   สภาเกาะนาอูรู,ในช่วงค.ศ. 1992 - 1999 ประเทศนาอูรูมีระบบการปกครองส่วนท้องถิ่นที่มีชื่อว่าอะไร,สภาเกาะนาอูรู
มนัสวีร์ กฤตตานุกูล นักแสดงชาวไทยมีชื่อเล่นว่าอะไร   หลิว,มนัสวีร์ กฤตตานุกูล นักแสดงชาวไทยมีชื่อเล่นว่าอะไร,หลิว
มนัสวีร์ กฤตตานุกูล เริ่มมีชื่อเสียงจากการแสดงภาพยนตร์เรื่องอะไร   O-Negative (รัก-ออกแบบไม่ได้),มนัสวีร์ กฤตตานุกูล เริ่มมีชื่อเสียงจากการแสดงภาพยนตร์เรื่องอะไร,O-Negative (รัก-ออกแบบไม่ได้)
ประเทศรวันดาได้รับสมญานามจากประเทศเบลเยียมซึ่งเป็นเจ้าอาณานิคมเก่าว่าอะไร   ดินแดนแห่งเขาพันลูก,ประเทศรวันดาได้รับสมญานามจากประเทศเบลเยียมซึ่งเป็นเจ้าอาณานิคมเก่าว่าอะไร,ดินแดนแห่งเขาพันลูก
เหตุการณ์ที่โด่งดังระดับสากลของประเทศรวันดาในปี พ.ศ. 2537 คือเหตุการณ์ไหน   เหตุการณ์ฆ่าล้างเผ่าพันธุ์ชาวทุตซี,เหตุการณ์ที่โด่งดังระดับสากลของประเทศรวันดาในปี พ.ศ. 2537 คือเหตุการณ์ไหน,เหตุการณ์ฆ่าล้างเผ่าพันธุ์ชาวทุตซี
พระเจ้าราชวรวงศ์เธอ พระองค์เจ้าดุษฎี ประสูติเมื่อ พ.ศ. ใด   พ.ศ. 2335,พระเจ้าราชวรวงศ์เธอ พระองค์เจ้าดุษฎี ประสูติเมื่อ พ.ศ. ใด,พ.ศ. 2335
หม่อมราชวงศ์กิติวัฒนา ปกมนตรี มีสกุลเดิมเรียกว่าอะไร   ไชยันต์,หม่อมราชวงศ์กิติวัฒนา ปกมนตรี มีสกุลเดิมเรียกว่าอะไร,ไชยันต์
ยูเลน โลเปเตกีเริ่มทำหน้าที่ผู้จัดการทีมฟุตบอลในทีมชาติสเปน เมื่อ ค.ศ. ใด   ปี ค.ศ. 2003,ยูเลน โลเปเตกีเริ่มทำหน้าที่ผู้จัดการทีมฟุตบอลในทีมชาติสเปน เมื่อ ค.ศ. ใด,ปี ค.ศ. 2003
เจ้าหลวงขัติยะหรือเจ้าคันธิยะ ณ ลำปาง ทรงเป็นราชบุตรองค์ที่ 2 ของผู้ใด   พระเจ้าคำโสม,เจ้าหลวงขัติยะหรือเจ้าคันธิยะ ณ ลำปาง ทรงเป็นราชบุตรองค์ที่ 2 ของผู้ใด,พระเจ้าคำโสม
เจ้าคันธิยะ ณ ลำปาง หรือเจ้าหลวงขัติยะ เป็นเจ้าผู้ครองนครอะไร   นครลำปาง,เจ้าคันธิยะ ณ ลำปาง หรือเจ้าหลวงขัติยะ เป็นเจ้าผู้ครองนครอะไร,นครลำปาง
พระยาคำตัน เจ้าผู้ครองนครอะไร   นครลำพูน,พระยาคำตัน เจ้าผู้ครองนครอะไร,นครลำพูน
พระยากำแพงเพชร หรือ นุช เจ้าเมืองกำแพงเพชร ภริยาชื่ออะไร   ท่านผู้หญิงชี,พระยากำแพงเพชร หรือ นุช เจ้าเมืองกำแพงเพชร ภริยาชื่ออะไร,ท่านผู้หญิงชี
พระยากำแพงเพชร เป็นต้นสกุลอะไร   นุชนิยม,พระยากำแพงเพชร เป็นต้นสกุลอะไร,นุชนิยม
ใครเป็นผู้ชนะการเลือกตั้งประธานาธิบดีรัสเซีย ในพ.ศ. 2543   วลาดีมีร์ ปูติน,ใครเป็นผู้ชนะการเลือกตั้งประธานาธิบดีรัสเซีย ในพ.ศ. 2543,วลาดีมีร์ ปูติน
หยกลายเมฆ เป็นนวนิยายที่ประพันธ์โดยใคร   โสภี พรรณราย,หยกลายเมฆ เป็นนวนิยายที่ประพันธ์โดยใคร,โสภี พรรณราย
หม่อมงามจิตต์ บุรฉัตร ณ อยุธยา มีนามเดิมเรียกว่าอะไร   งามจิตต์ สารสาส,หม่อมงามจิตต์ บุรฉัตร ณ อยุธยา มีนามเดิมเรียกว่าอะไร,งามจิตต์ สารสาส
ร้อยเอกสมหวัง สารสาส อดีตสวามีของผู้ใด   พระวรวงศ์เธอ พระองค์เจ้าอินทุรัตนา,ร้อยเอกสมหวัง สารสาส อดีตสวามีของผู้ใด,พระวรวงศ์เธอ พระองค์เจ้าอินทุรัตนา
เซเลีย โฮวาร์ด ชื่อเล่นภาษาสเปนเรียกว่าอะไร   เชลีตา,เซเลีย โฮวาร์ด ชื่อเล่นภาษาสเปนเรียกว่าอะไร,เชลีตา
หม่อมชลิตา ภานุพันธุ์ ณ อยุธยา ในวัย 94 ปี ใช้ชีวิตบั้นปลาย ณ บ้านพักคนชราในบัวโนสไอเรส ประเทศอะไร   ประเทศอาร์เจนตินา,หม่อมชลิตา ภานุพันธุ์ ณ อยุธยา ในวัย 94 ปี ใช้ชีวิตบั้นปลาย ณ บ้านพักคนชราในบัวโนสไอเรส ประเทศอะไร,ประเทศอาร์เจนตินา
หลวงกาจสงครามมีอายุกี่ปีก่อนถึงแก่อนิจกรรม   64,หลวงกาจสงครามมีอายุกี่ปีก่อนถึงแก่อนิจกรรม,64
หม่อมทิพวัน กฤดากร ณ อยุธยา มีนามเดิมว่าอะไร   เจ้าทิพวัน ณ เชียงใหม่,หม่อมทิพวัน กฤดากร ณ อยุธยา มีนามเดิมว่าอะไร,เจ้าทิพวัน ณ เชียงใหม่
บิดาของหม่อมทิพวัน กฤดากร ณ อยุธยา คือใคร   เจ้าเทพดำรงค์รักษาเขต เจ้าฟ้าเมืองขุนยวม,บิดาของหม่อมทิพวัน กฤดากร ณ อยุธยา คือใคร,เจ้าเทพดำรงค์รักษาเขต เจ้าฟ้าเมืองขุนยวม
หม่อมบัวเขียว ณ เชียงใหม่ เป็นหม่อมของใคร   พลตรี เจ้าแก้วนวรัฐ,หม่อมบัวเขียว ณ เชียงใหม่ เป็นหม่อมของใคร,พลตรี เจ้าแก้วนวรัฐ
หม่อมเจ้ากมลีสาน ชุมพล สมรสกับใคร   หม่อมเจ้าสีดาดำรวง สวัสดิวัตน์,หม่อมเจ้ากมลีสาน ชุมพล สมรสกับใคร,หม่อมเจ้าสีดาดำรวง สวัสดิวัตน์
หม่อมเจ้ากิติปปียา กิติยากร สิ้นชีพิตักษัยด้วยโรคอะไร   โรคมะเร็งที่อันตะคุณ,หม่อมเจ้ากิติปปียา กิติยากร สิ้นชีพิตักษัยด้วยโรคอะไร,โรคมะเร็งที่อันตะคุณ
หม่อมเจ้าหญิงกุสุมา เกษมสันต์ ทรงมีพระนามอย่างลำลองในหมู่พระญาติว่าอะไร   ท่านหญิงจุ่น,หม่อมเจ้าหญิงกุสุมา เกษมสันต์ ทรงมีพระนามอย่างลำลองในหมู่พระญาติว่าอะไร,ท่านหญิงจุ่น
