context,question,answer
พระเจ้าวรวงศ์เธอพระองค์เจ้าศิริรัตนบุษบง สมรสกับใคร   หม่อมเจ้าอาชวดิศ ดิศกุล,พระเจ้าวรวงศ์เธอพระองค์เจ้าศิริรัตนบุษบง สมรสกับใคร,หม่อมเจ้าอาชวดิศ ดิศกุล
ละครโทรทัศน์ไทยเรื่องมายาสีมุก ใครเป็นบทประพันธ์   ทวิตา,ละครโทรทัศน์ไทยเรื่องมายาสีมุก ใครเป็นบทประพันธ์,ทวิตา
ตัวละครที่ชื่อ คีรินทร์ ในละครเรื่องมายาสีมุก ที่ออกอากาศทางสถานีโทรทัศน์สีกองทัพบกช่อง 7 นำแสดงโดยใคร   วีรภาพ สุภาพไพบูลย์,ตัวละครที่ชื่อ คีรินทร์ ในละครเรื่องมายาสีมุก ที่ออกอากาศทางสถานีโทรทัศน์สีกองทัพบกช่อง 7 นำแสดงโดยใคร,วีรภาพ สุภาพไพบูลย์
ม้านิลมังกร เป็นสัตว์ประหลาดในวรรณคดีไทย ที่แต่งโดยสุนทรภู่ มีชื่อเรื่องอะไร   พระอภัยมณี,ม้านิลมังกร เป็นสัตว์ประหลาดในวรรณคดีไทย ที่แต่งโดยสุนทรภู่ มีชื่อเรื่องอะไร,พระอภัยมณี
ผู้แต่งวรรณคดีไทยเรื่องพระอภัยมณี มีชื่อว่าอะไร   สุนทรภู่,ผู้แต่งวรรณคดีไทยเรื่องพระอภัยมณี มีชื่อว่าอะไร,สุนทรภู่
พระราชบิดาของหม่อมยิ่ง หรือ พระเจ้าพี่นางเธอ พระองค์เจ้ายิ่งเยาวลักษณ์ อรรคราชสุดา มีพระนามว่าอะไร   พระบาทสมเด็จพระจอมเกล้าเจ้าอยู่หัว,พระราชบิดาของหม่อมยิ่ง หรือ พระเจ้าพี่นางเธอ พระองค์เจ้ายิ่งเยาวลักษณ์ อรรคราชสุดา มีพระนามว่าอะไร,พระบาทสมเด็จพระจอมเกล้าเจ้าอยู่หัว
พระมารดาของพระองค์เจ้ายิ่งเยาวลักษณ์ อรรคราชสุดา มีพระนามว่าอะไร   เจ้าจอมมารดาแพ,พระมารดาของพระองค์เจ้ายิ่งเยาวลักษณ์ อรรคราชสุดา มีพระนามว่าอะไร,เจ้าจอมมารดาแพ
สะพานชมัยมรุเชฐอยู่บนถนนพิษณุโลก เป็นสะพานข้ามคลองอะไร   คลองเปรมประชากร,สะพานชมัยมรุเชฐอยู่บนถนนพิษณุโลก เป็นสะพานข้ามคลองอะไร,คลองเปรมประชากร
สะพานชมัยมรุเชฐ อยู่บนถนนพิษณุโลก ก่อสร้างในรัชกาลใด   รัชกาลที่ 5,สะพานชมัยมรุเชฐ อยู่บนถนนพิษณุโลก ก่อสร้างในรัชกาลใด,รัชกาลที่ 5
พ่อของอาจารย์สมพร ยกตรี คือใคร   นายคำแสน ยกตรี,พ่อของอาจารย์สมพร ยกตรี คือใคร,นายคำแสน ยกตรี
