context,question,answer
เจ้าพระยาวิชเยนทร์ หรือคอนสแตนติน ฟอลคอน มีตำแหน่งเป็นสมุหนายกในรัชสมัยของกษัตริย์พระองค์ใด   สมเด็จพระนารายณ์มหาราช,เจ้าพระยาวิชเยนทร์ หรือคอนสแตนติน ฟอลคอน มีตำแหน่งเป็นสมุหนายกในรัชสมัยของกษัตริย์พระองค์ใด,สมเด็จพระนารายณ์มหาราช
ต้นไม้ประจำจุฬาลงกรณ์มหาวิทยาลัยในไทยคือต้นอะไร   ก้ามปู,ต้นไม้ประจำจุฬาลงกรณ์มหาวิทยาลัยในไทยคือต้นอะไร,ก้ามปู
ดอกไม้ประจำชาติไทยคือดอกอะไร   ราชพฤกษ์,ดอกไม้ประจำชาติไทยคือดอกอะไร,ราชพฤกษ์
ซาลาเปาที่ไม่มีไส้เรียกว่าอะไร   หมั่นโถว,ซาลาเปาที่ไม่มีไส้เรียกว่าอะไร,หมั่นโถว
สวนสัตว์และสวนสาธารณะได้ย้ายออกจากพระราชวังชังกย็องกุงหรือพระราชวังชังกย็อง ในปี พ.ศ. ใด   พ.ศ. 2526,สวนสัตว์และสวนสาธารณะได้ย้ายออกจากพระราชวังชังกย็องกุงหรือพระราชวังชังกย็อง ในปี พ.ศ. ใด,พ.ศ. 2526
รศ.ดร.สมคิด จาตุศรีพิทักษ์ เกิดเมื่อวันที่เท่าไร   15,รศ.ดร.สมคิด จาตุศรีพิทักษ์ เกิดเมื่อวันที่เท่าไร,15
ภรรยาของสมคิด จาตุศรีพิทักษ์ คือใคร   นางอนุรัชนี จาตุศรีพิทักษ์,ภรรยาของสมคิด จาตุศรีพิทักษ์ คือใคร,นางอนุรัชนี จาตุศรีพิทักษ์
เคน ธีรเดช วงศ์พัวพันธ์ เป็นนักแสดงชายชาวไทย เกิดเมื่อวันที่เท่าไร   3,เคน ธีรเดช วงศ์พัวพันธ์ เป็นนักแสดงชายชาวไทย เกิดเมื่อวันที่เท่าไร,3
บิดาของเคน ธีรเดช วงศ์พัวพันธ์ คือใคร   วีรประวัติ วงศ์พัวพันธ์,บิดาของเคน ธีรเดช วงศ์พัวพันธ์ คือใคร,วีรประวัติ วงศ์พัวพันธ์
อภิชาติ หาลำเจียก เสียชีวิตเมื่อวันที่เท่าไร   15,อภิชาติ หาลำเจียก เสียชีวิตเมื่อวันที่เท่าไร,15
บิดาของอภิชาติ หาลำเจียก คือใคร   พันโทวิเชียร หาลำเจียก,บิดาของอภิชาติ หาลำเจียก คือใคร,พันโทวิเชียร หาลำเจียก
จอนนี่ อันวา เป็นนักร้องนักแสดงชาวไทย เกิดเมื่อวันที่เท่าไร   30,จอนนี่ อันวา เป็นนักร้องนักแสดงชาวไทย เกิดเมื่อวันที่เท่าไร,30
จอนนี่ อันวา มีน้องชายซึ่งเป็นนักร้องนักแสดงเช่นกันคือใคร   อนัน อันวา,จอนนี่ อันวา มีน้องชายซึ่งเป็นนักร้องนักแสดงเช่นกันคือใคร,อนัน อันวา
เจษฎาภรณ์ ผลดี เป็นนักแสดงชายชาวไทย เกิดเมื่อวันที่เท่าไร   5,เจษฎาภรณ์ ผลดี เป็นนักแสดงชายชาวไทย เกิดเมื่อวันที่เท่าไร,5
น้องชายของเจษฎาภรณ์ ผลดี คืใคร   ตั้น พิเชษฐ์ไชย ผลดี,น้องชายของเจษฎาภรณ์ ผลดี คืใคร,ตั้น พิเชษฐ์ไชย ผลดี
ณภัทร เสียงสมบุญ เป็นนายแบบและนักแสดงชาวไทย เกิดเมื่อวันที่เท่าไร   5,ณภัทร เสียงสมบุญ เป็นนายแบบและนักแสดงชาวไทย เกิดเมื่อวันที่เท่าไร,5
แม่ของณภัทร เสียงสมบุญ คือใคร   พิมพ์ผกา เสียงสมบุญ,แม่ของณภัทร เสียงสมบุญ คือใคร,พิมพ์ผกา เสียงสมบุญ
บอย ปกรณ์ ฉัตรบริรักษ์ เกิดเมื่อวันที่เท่าไร   20,บอย ปกรณ์ ฉัตรบริรักษ์ เกิดเมื่อวันที่เท่าไร,20
แม่ของบอย ปกรณ์ ฉัตรบริรักษ์ มีชื่อว่าอะไร   งามทิพย์ ฉัตรบริรักษ์,แม่ของบอย ปกรณ์ ฉัตรบริรักษ์ มีชื่อว่าอะไร,งามทิพย์ ฉัตรบริรักษ์
ป๋อ ณัฐวุฒิ สกิดใจ เป็นนักแสดงและพิธีกรชาวไทย เกิดเมื่อวันที่เท่าไร   2,ป๋อ ณัฐวุฒิ สกิดใจ เป็นนักแสดงและพิธีกรชาวไทย เกิดเมื่อวันที่เท่าไร,2
ภรรยาของป๋อ ณัฐวุฒิ สกิดใจ มีชื่อว่าอะไร   พรทิพย์ วงศ์กิจจานนท์,ภรรยาของป๋อ ณัฐวุฒิ สกิดใจ มีชื่อว่าอะไร,พรทิพย์ วงศ์กิจจานนท์
เจมส์ จิรายุ ตั้งศรีสุขเป็นนักแสดงชาวไทย เกิดเมื่อวันที่เท่าไร   19,เจมส์ จิรายุ ตั้งศรีสุขเป็นนักแสดงชาวไทย เกิดเมื่อวันที่เท่าไร,19
พ่อของเจมส์ จิรายุ ตั้งศรีสุข มีชื่อว่าอะไร   เสริมชัย ตั้งศรีสุข,พ่อของเจมส์ จิรายุ ตั้งศรีสุข มีชื่อว่าอะไร,เสริมชัย ตั้งศรีสุข
ชาวคริสต์นิยมรับประทานไก่ชนิดใดในวันขอบคุณพระเจ้า   ไก่งวง,ชาวคริสต์นิยมรับประทานไก่ชนิดใดในวันขอบคุณพระเจ้า,ไก่งวง
พื้นที่บริเวณกรุงเทพมหานครในปัจจุบัน เดิมเป็นที่ตั้งของเมืองใด   ธนบุรีศรีมหาสมุทร,พื้นที่บริเวณกรุงเทพมหานครในปัจจุบัน เดิมเป็นที่ตั้งของเมืองใด,ธนบุรีศรีมหาสมุทร
คำว่า กรุงเทพมหานคร แปลว่าอะไร   พระนครอันกว้างใหญ่ดุจเทพนคร,คำว่า กรุงเทพมหานคร แปลว่าอะไร,พระนครอันกว้างใหญ่ดุจเทพนคร
ใครคือผู้เขียนหนังสือการ์ตูนซึ่งเป็นต้นแบบของแอนิเมชันญี่ปุ่นเรื่องแขนกล คนแปรธาตุ   ฮิโรมุ อาราคาวะ,ใครคือผู้เขียนหนังสือการ์ตูนซึ่งเป็นต้นแบบของแอนิเมชันญี่ปุ่นเรื่องแขนกล คนแปรธาตุ,ฮิโรมุ อาราคาวะ
การ์ตูนญี่ปุ่นเรื่องแขนกล คนแปรธาตุ ถูกแปลและตีพิมพ์เป็นภาษาไทยโดยสำนักพิมพ์ใด   สยามอินเตอร์คอมิกส์,การ์ตูนญี่ปุ่นเรื่องแขนกล คนแปรธาตุ ถูกแปลและตีพิมพ์เป็นภาษาไทยโดยสำนักพิมพ์ใด,สยามอินเตอร์คอมิกส์
สต็อกโฮล์มเป็นเมืองหลวงของประเทศใด   สวีเดน,สต็อกโฮล์มเป็นเมืองหลวงของประเทศใด,สวีเดน
ธนาคารกลางที่เก่าแก่ที่สุดในโลกคือธนาคารใด   ธนาคารแห่งชาติสวีเดน,ธนาคารกลางที่เก่าแก่ที่สุดในโลกคือธนาคารใด,ธนาคารแห่งชาติสวีเดน
สกุลเงินของประเทศลาวมีชื่อเรียกว่าอะไร   กีบ,สกุลเงินของประเทศลาวมีชื่อเรียกว่าอะไร,กีบ
นกที่มีขนาดใหญ่ที่สุดในโลก คือนกอะไร   นกกระจอกเทศ,นกที่มีขนาดใหญ่ที่สุดในโลก คือนกอะไร,นกกระจอกเทศ
นกกระจอกเทศมีถิ่นกำเนิดในทวีปใด   แอฟริกา,นกกระจอกเทศมีถิ่นกำเนิดในทวีปใด,แอฟริกา
คลองใดเชื่อมทะเลเมดิเตอร์เรเนียนเข้ากับทะเลแดง   สุเอซ,คลองใดเชื่อมทะเลเมดิเตอร์เรเนียนเข้ากับทะเลแดง,สุเอซ
คลองสุเอซในประเทศอียิปต์สร้างเสร็จในปีค.ศ.ใด   1869,คลองสุเอซในประเทศอียิปต์สร้างเสร็จในปีค.ศ.ใด,1869
ประเทศใดมีขนาดใหญ่ที่สุดในโลก   รัสเซีย,ประเทศใดมีขนาดใหญ่ที่สุดในโลก,รัสเซีย
ประเทศรัสเซียปกครองด้วยระบอบการปกครองใด   สหพันธ์สาธารณรัฐกึ่งประธานาธิบดี,ประเทศรัสเซียปกครองด้วยระบอบการปกครองใด,สหพันธ์สาธารณรัฐกึ่งประธานาธิบดี
เกาะใดมีขนาดใหญ่ที่สุดในโลก   กรีนแลนด์,เกาะใดมีขนาดใหญ่ที่สุดในโลก,กรีนแลนด์
กรีนแลนด์เป็นเกาะที่ตั้งอยู่ในมหาสมุทรใด   อาร์กติก,กรีนแลนด์เป็นเกาะที่ตั้งอยู่ในมหาสมุทรใด,อาร์กติก
สัตว์บกชนิดใดมีความสูงที่สุดในโลก   ยีราฟ,สัตว์บกชนิดใดมีความสูงที่สุดในโลก,ยีราฟ
ศาสนสถานที่ใหญ่ที่สุดในโลกมีชื่อว่าอะไร   นครวัด,ศาสนสถานที่ใหญ่ที่สุดในโลกมีชื่อว่าอะไร,นครวัด
เกาะใดมีขนาดใหญ่ที่สุดในประเทศไทย   ภูเก็ต,เกาะใดมีขนาดใหญ่ที่สุดในประเทศไทย,ภูเก็ต
จังหวัดภูเก็ตในประเทศไทยตั้งอยู่ในทะเลใด   อันดามัน,จังหวัดภูเก็ตในประเทศไทยตั้งอยู่ในทะเลใด,อันดามัน
ทะไลลามะหรือดาไลลามะเป็นตำแหน่งประมุขหัวหน้าคณะสงฆ์ในพุทธศาสนานิกายมหายานแบบใด   ทิเบตเกลุก,ทะไลลามะหรือดาไลลามะเป็นตำแหน่งประมุขหัวหน้าคณะสงฆ์ในพุทธศาสนานิกายมหายานแบบใด,ทิเบตเกลุก
ผู้นำทางด้านจิตวิญญาณสูงสุดของชาวทิเบตมีชื่อเรียกว่าอะไร   ทะไลลามะ,ผู้นำทางด้านจิตวิญญาณสูงสุดของชาวทิเบตมีชื่อเรียกว่าอะไร,ทะไลลามะ
ออนซ์เป็นหน่วยวัดมวลในระบบใด   อังกฤษ,ออนซ์เป็นหน่วยวัดมวลในระบบใด,อังกฤษ
กระดูกแข็งคลุมบริเวณหลังของเต่าเรียกว่าอะไร   กระดอง,กระดูกแข็งคลุมบริเวณหลังของเต่าเรียกว่าอะไร,กระดอง
เต่าบกที่มีขนาดใหญ่ที่สุดในโลกคือเต่าสายพันธุ์ใด   เต่ายักษ์กาลาปากอส,เต่าบกที่มีขนาดใหญ่ที่สุดในโลกคือเต่าสายพันธุ์ใด,เต่ายักษ์กาลาปากอส
สัตว์ใดมีขนาดใหญ่ที่สุดในโลก   วาฬสีน้ำเงิน,สัตว์ใดมีขนาดใหญ่ที่สุดในโลก,วาฬสีน้ำเงิน
สัตว์บกชนิดใดวิ่งเร็วที่สุดในโลก   เสือชีตาห์,สัตว์บกชนิดใดวิ่งเร็วที่สุดในโลก,เสือชีตาห์
เสือที่มีขนาดใหญ่ที่สุดคือเสือชนิดใด   เสือโคร่ง,เสือที่มีขนาดใหญ่ที่สุดคือเสือชนิดใด,เสือโคร่ง
ไอยู เป็นนักร้องหญิงชาวเกาหลีใต้ มีชื่อจริงว่าอะไร   อี จี-อึน,ไอยู เป็นนักร้องหญิงชาวเกาหลีใต้ มีชื่อจริงว่าอะไร,อี จี-อึน
นักร้องหญิงชาวเกาหลีใต้ชื่อ ไอยู เปิดตัวครั้งแรกในรายการเพลงของเกาหลีใต้รายการใด   M! Countdown,นักร้องหญิงชาวเกาหลีใต้ชื่อ ไอยู เปิดตัวครั้งแรกในรายการเพลงของเกาหลีใต้รายการใด,M! Countdown
นางปวีณา หงสกุล เกิดเมื่อวันที่เท่าไร   5,นางปวีณา หงสกุล เกิดเมื่อวันที่เท่าไร,5
มารดาของนางปวีณา หงสกุล มีชื่อว่าอะไร   นางเกยูร หงสกุล,มารดาของนางปวีณา หงสกุล มีชื่อว่าอะไร,นางเกยูร หงสกุล
จอมพลถนอม กิตติขจร เกิดเมื่อวันที่เท่าไร   11,จอมพลถนอม กิตติขจร เกิดเมื่อวันที่เท่าไร,11
บิดาของจอมพลถนอม กิตติขจร คือใคร   ขุนโสภิตบรรณลักษณ์,บิดาของจอมพลถนอม กิตติขจร คือใคร,ขุนโสภิตบรรณลักษณ์
คุณหญิงสุดารัตน์ เกยุราพันธุ์ เกิดเมื่อวันที่เท่าไร   1,คุณหญิงสุดารัตน์ เกยุราพันธุ์ เกิดเมื่อวันที่เท่าไร,1
บิดาของคุณหญิงสุดารัตน์ เกยุราพันธุ์ ชื่ออะไร   นายสมพล เกยุราพันธุ์,บิดาของคุณหญิงสุดารัตน์ เกยุราพันธุ์ ชื่ออะไร,นายสมพล เกยุราพันธุ์
เพนกวินที่มีขนาดใหญ่ที่สุดคือเพนกวินชนิดใด   เพนกวินจักรพรรดิ,เพนกวินที่มีขนาดใหญ่ที่สุดคือเพนกวินชนิดใด,เพนกวินจักรพรรดิ
มุนินทร์ สายประสาทเจ้าของสำนักพิมพ์ 10 มิลลิเมตร เกิดเมื่อวันที่เท่าไร   12,มุนินทร์ สายประสาทเจ้าของสำนักพิมพ์ 10 มิลลิเมตร เกิดเมื่อวันที่เท่าไร,12
เพนกวินออกลูกเป็นอะไร   ไข่,เพนกวินออกลูกเป็นอะไร,ไข่
หม่อมยิ่ง หรือ พระองค์เจ้ายิ่งเยาวลักษณ์ อรรคราชสุดา ประสูติวันอะไร   พุธ,หม่อมยิ่ง หรือ พระองค์เจ้ายิ่งเยาวลักษณ์ อรรคราชสุดา ประสูติวันอะไร,พุธ
ธาตุที่เบาที่สุดและพบมากที่สุดในเอกภพคือธาตุอะไร   ไฮโดรเจน,ธาตุที่เบาที่สุดและพบมากที่สุดในเอกภพคือธาตุอะไร,ไฮโดรเจน
บิดาของพลตรีสนั่น ขจรประศาสน์ คือใคร   ขุนขจรประศาสน์,บิดาของพลตรีสนั่น ขจรประศาสน์ คือใคร,ขุนขจรประศาสน์
ไฮโดรเจนถูกรับรองว่ามีอยู่จริงครั้งแรกโดยใคร   เฮนรี คาเวนดิช,ไฮโดรเจนถูกรับรองว่ามีอยู่จริงครั้งแรกโดยใคร,เฮนรี คาเวนดิช
ภรรยาของพลตรีสนั่น ขจรประศาสน์ มีชื่อว่าอะไร   ฉวีวรรณ ขจรประศาสน์,ภรรยาของพลตรีสนั่น ขจรประศาสน์ มีชื่อว่าอะไร,ฉวีวรรณ ขจรประศาสน์
สนธยา คุณปลื้ม เกิดเมื่อวันที่เท่าไร   10,สนธยา คุณปลื้ม เกิดเมื่อวันที่เท่าไร,10
มารดาของสนธยา คุณปลื้ม คือใคร   นางยุพิน คุณปลื้ม,มารดาของสนธยา คุณปลื้ม คือใคร,นางยุพิน คุณปลื้ม
สำนักงานสลากกินแบ่งรัฐบาลในไทย จัดตั้งเมื่อปีพ.ศ.ใด   2517,สำนักงานสลากกินแบ่งรัฐบาลในไทย จัดตั้งเมื่อปีพ.ศ.ใด,2517
หน่วยงานใดของรัฐบาลในประเทศไทยที่มีหน้าที่ออกรางวัลสลากกินแบ่งรัฐบาล   สำนักงานสลากกินแบ่งรัฐบาล,หน่วยงานใดของรัฐบาลในประเทศไทยที่มีหน้าที่ออกรางวัลสลากกินแบ่งรัฐบาล,สำนักงานสลากกินแบ่งรัฐบาล
ใครเป็นผู้ประพันธ์กวีนิพนธ์ของไทยเรื่องม้าก้านกล้วย   ไพวรินทร์ ขาวงาม,ใครเป็นผู้ประพันธ์กวีนิพนธ์ของไทยเรื่องม้าก้านกล้วย,ไพวรินทร์ ขาวงาม
กวีนิพนธ์ของไทยเรื่องม้าก้านกล้วยได้รับรางวัลซีไรต์เมื่อปีพ.ศ.ใด   2538,กวีนิพนธ์ของไทยเรื่องม้าก้านกล้วยได้รับรางวัลซีไรต์เมื่อปีพ.ศ.ใด,2538
จาตุรนต์ ฉายแสง เกิดเมื่อวันที่เท่าไร   1,จาตุรนต์ ฉายแสง เกิดเมื่อวันที่เท่าไร,1
บิดาของจาตุรนต์ ฉายแสง คือใคร   อนันต์ ฉายแสง,บิดาของจาตุรนต์ ฉายแสง คือใคร,อนันต์ ฉายแสง
เทือกเขาที่ยาวที่สุดในโลกคือเทือกเขาใด   แอนดีส,เทือกเขาที่ยาวที่สุดในโลกคือเทือกเขาใด,แอนดีส
เทือกเขาแอนดีสในทวีปอเมริกาใต้วางตัวพาดผ่านกี่ประเทศ   7,เทือกเขาแอนดีสในทวีปอเมริกาใต้วางตัวพาดผ่านกี่ประเทศ,7
ชาวพม่าเรียกยอดเขาที่สูงที่สุดในเทือกเขาตะนาวศรีว่าอะไร   บีล็อกตอง,ชาวพม่าเรียกยอดเขาที่สูงที่สุดในเทือกเขาตะนาวศรีว่าอะไร,บีล็อกตอง
นายเนวิน ชิดชอบ เกิดวันที่เท่าไร   4,นายเนวิน ชิดชอบ เกิดวันที่เท่าไร,4
บิดาของนายเนวิน ชิดชอบ คือใคร   ชัย ชิดชอบ,บิดาของนายเนวิน ชิดชอบ คือใคร,ชัย ชิดชอบ
เยาวภา วงศ์สวัสดิ์ เกิดเมื่อวันที่เท่าไร   15,เยาวภา วงศ์สวัสดิ์ เกิดเมื่อวันที่เท่าไร,15
ผู้ใดประดิษฐ์อักษรฮันกึล ซึ่งเป็นตัวอักษรของภาษาเกาหลี   พระเจ้าเซจง,ผู้ใดประดิษฐ์อักษรฮันกึล ซึ่งเป็นตัวอักษรของภาษาเกาหลี,พระเจ้าเซจง
สามีของเยาวภา วงศ์สวัสดิ์ คือใคร   สมชาย วงศ์สวัสดิ์,สามีของเยาวภา วงศ์สวัสดิ์ คือใคร,สมชาย วงศ์สวัสดิ์
เครื่องหมายวรรณยุกต์ในภาษาไทยมีกี่รูป   4,เครื่องหมายวรรณยุกต์ในภาษาไทยมีกี่รูป,4
ภาษาราชการของประเทศไทยคือภาษาใด   ไทย,ภาษาราชการของประเทศไทยคือภาษาใด,ไทย
พระบิดาของพระราชวรวงศ์เธอ กรมหมื่นพิทยาลงกรณ์ มีพระนามว่าอะไร   กรมพระราชวังบวรวิไชยชาญ,พระบิดาของพระราชวรวงศ์เธอ กรมหมื่นพิทยาลงกรณ์ มีพระนามว่าอะไร,กรมพระราชวังบวรวิไชยชาญ
เจ้าวรทัศน์ ณ ลำพูน สูติวันที่เท่าไร   12,เจ้าวรทัศน์ ณ ลำพูน สูติวันที่เท่าไร,12
บิดาของเจ้าวรทัศน์ ณ ลำพูน มีนามว่าอะไร   เจ้าจักรคำขจรศักดิ์,บิดาของเจ้าวรทัศน์ ณ ลำพูน มีนามว่าอะไร,เจ้าจักรคำขจรศักดิ์
พลเอกเชษฐา ฐานะจาโร เกิดเมื่อวันที่เท่าไร   23,พลเอกเชษฐา ฐานะจาโร เกิดเมื่อวันที่เท่าไร,23
ภริยาของพลเอกเชษฐา ฐานะจาโร คือใคร   คุณหญิงอรวรรณ ฐานะจาโร,ภริยาของพลเอกเชษฐา ฐานะจาโร คือใคร,คุณหญิงอรวรรณ ฐานะจาโร
ก้อนเนื้อที่ปลายปากนูนสูงที่ช่องเปิดรูจมูกของจระเข้เรียกว่าอะไร   ก้อนขี้หมา,ก้อนเนื้อที่ปลายปากนูนสูงที่ช่องเปิดรูจมูกของจระเข้เรียกว่าอะไร,ก้อนขี้หมา
นายสุชาติ ตันเจริญ เกิดเมื่อวันที่เท่าไร   11,นายสุชาติ ตันเจริญ เกิดเมื่อวันที่เท่าไร,11
บิดาของนายสุชาติ ตันเจริญ คือใคร   นายวิเชียร ตันเจริญ,บิดาของนายสุชาติ ตันเจริญ คือใคร,นายวิเชียร ตันเจริญ
ใครคือผู้ก่อตั้งบริษัทซิงเกอร์จักรเย็บผ้า   ไอแซก ซิงเกอร์,ใครคือผู้ก่อตั้งบริษัทซิงเกอร์จักรเย็บผ้า,ไอแซก ซิงเกอร์
สกทาคามีแปลว่าอะไร   ผู้จะมาสู่โลกนี้เพียงอีกครั้งเดียว,สกทาคามีแปลว่าอะไร,ผู้จะมาสู่โลกนี้เพียงอีกครั้งเดียว
อำเภอหัวตะพาน จังหวัดอำนาจเจริญ มีอาณาเขตทางทิศใต้ติดกับจังหวัดอะไร   อุบลราชธานี,อำเภอหัวตะพาน จังหวัดอำนาจเจริญ มีอาณาเขตทางทิศใต้ติดกับจังหวัดอะไร,อุบลราชธานี
ใครคือผู้นำขบวนการอิสลามแห่งอุซเบกิสถาน   โทเฮอร์ โยลคาเชฟ,ใครคือผู้นำขบวนการอิสลามแห่งอุซเบกิสถาน,โทเฮอร์ โยลคาเชฟ
ขบวนการอิสลามแห่งอุซเบกิสถานเป็นกลุ่มที่ต่อต้านการปกครองของใคร   อิซลอม คาลิมอฟ,ขบวนการอิสลามแห่งอุซเบกิสถานเป็นกลุ่มที่ต่อต้านการปกครองของใคร,อิซลอม คาลิมอฟ
"อ่าวหะล็องที่ประเทศเวียดนามมีพื้นที่ทั้งหมดกี่ตารางกิโลเมตร   1,500",อ่าวหะล็องที่ประเทศเวียดนามมีพื้นที่ทั้งหมดกี่ตารางกิโลเมตร,"1,500"
ถ้ำที่ใหญ่ที่สุดในบริเวณอ่าวหะล็องที่ประเทศเวียดนามมีชื่อว่าอะไร   ถ้ำเสาไม้,ถ้ำที่ใหญ่ที่สุดในบริเวณอ่าวหะล็องที่ประเทศเวียดนามมีชื่อว่าอะไร,ถ้ำเสาไม้
สุดจิตต์ พันธ์สังข์ เข้ารับพระราชทานครอบประธานพิธีใหว้ครูโขนละคร จากพระบาทสมเด็จพระเจ้าอยู่หัวภูมิพลดุลยเดชมหาราช เมื่อปี พ.ศ. ใด   2527,สุดจิตต์ พันธ์สังข์ เข้ารับพระราชทานครอบประธานพิธีใหว้ครูโขนละคร จากพระบาทสมเด็จพระเจ้าอยู่หัวภูมิพลดุลยเดชมหาราช เมื่อปี พ.ศ. ใด,2527
ตามตำนานกรีก สัตว์ในเทพนิยายใดที่เป็นผู้ลากรถม้าของพระอาทิตย์ หรือเทพอพอลโล   กริฟฟอน,ตามตำนานกรีก สัตว์ในเทพนิยายใดที่เป็นผู้ลากรถม้าของพระอาทิตย์ หรือเทพอพอลโล,กริฟฟอน
นักบุญทอมัส อไควนัสได้รับอิทธิพลจากใครในการพัฒนาแนวความคิดแบบตรรกศาสตร์ของเขา   อาริสโตเติล,นักบุญทอมัส อไควนัสได้รับอิทธิพลจากใครในการพัฒนาแนวความคิดแบบตรรกศาสตร์ของเขา,อาริสโตเติล
ใครเป็นผู้ก่อตั้งโรงเรียนสาธิตมหาวิทยาลัยรามคำแหง ฝ่ายประถม   รังสรรค์ แสงสุข,ใครเป็นผู้ก่อตั้งโรงเรียนสาธิตมหาวิทยาลัยรามคำแหง ฝ่ายประถม,รังสรรค์ แสงสุข
ท่านผู้หญิงนิรมล สุริยสัตย์ มีพี่น้องกี่คน   8,ท่านผู้หญิงนิรมล สุริยสัตย์ มีพี่น้องกี่คน,8
สมเด็จพระนางเจ้าสิริกิติ์ พระบรมราชินีนาถ ทรงมีพระนามเดิมว่าอะไร   หม่อมราชวงศ์สิริกิติ์ กิติยากร,สมเด็จพระนางเจ้าสิริกิติ์ พระบรมราชินีนาถ ทรงมีพระนามเดิมว่าอะไร,หม่อมราชวงศ์สิริกิติ์ กิติยากร
โครงการหนึ่งอำเภอหนึ่งทุนของรัฐบาลทักษิณ ชินวัตร เป็นทุนที่ให้กับนักเรียนไทยที่กำลังศึกษาอยู่ในระดับมัธยมศึกษาชั้นปีที่เท่าไร   6,โครงการหนึ่งอำเภอหนึ่งทุนของรัฐบาลทักษิณ ชินวัตร เป็นทุนที่ให้กับนักเรียนไทยที่กำลังศึกษาอยู่ในระดับมัธยมศึกษาชั้นปีที่เท่าไร,6
แหล่งที่มาของเงินทุนในโครงการหนึ่งอำเภอหนึ่งทุนของรัฐบาลทักษิณ ชินวัตร คืออะไร   หวยออนไลน์,แหล่งที่มาของเงินทุนในโครงการหนึ่งอำเภอหนึ่งทุนของรัฐบาลทักษิณ ชินวัตร คืออะไร,หวยออนไลน์
ใครเป็นผู้ประพันธ์บทภาพยนตร์ไทยเรื่องรัก น้อยนิด มหาศาล   ปราบดา หยุ่น,ใครเป็นผู้ประพันธ์บทภาพยนตร์ไทยเรื่องรัก น้อยนิด มหาศาล,ปราบดา หยุ่น
สุนัขพันธุ์บีเกิลมีถิ่นกำเนิดที่ประเทศใด   สหราชอาณาจักร,สุนัขพันธุ์บีเกิลมีถิ่นกำเนิดที่ประเทศใด,สหราชอาณาจักร
ด้วยประสาทด้านการดมกลิ่นที่เป็นเลิศของสุนัขพันธุ์บีเกิลทำให้สุนัขพันธุ์นี้มักถูกฝึกให้เป็นอะไร   สุนัขตรวจสอบของผิดกฎหมาย,ด้วยประสาทด้านการดมกลิ่นที่เป็นเลิศของสุนัขพันธุ์บีเกิลทำให้สุนัขพันธุ์นี้มักถูกฝึกให้เป็นอะไร,สุนัขตรวจสอบของผิดกฎหมาย
เสวียนคืออะไร   ของใช้ในครัวไทย,เสวียนคืออะไร,ของใช้ในครัวไทย
รำมโนราห์เป็นศิลปะการแสดงพื้นเมืองไทยของภาคใด   ภาคใต้,รำมโนราห์เป็นศิลปะการแสดงพื้นเมืองไทยของภาคใด,ภาคใต้
ใครเป็นรองหัวหน้าพรรคประชาธิปัตย์ ในปี พ.ศ. 2550   เฉลิมชัย ศรีอ่อน,ใครเป็นรองหัวหน้าพรรคประชาธิปัตย์ ในปี พ.ศ. 2550,เฉลิมชัย ศรีอ่อน
เครื่องดนตรีรำมะนามีกี่ชนิด   2,เครื่องดนตรีรำมะนามีกี่ชนิด,2
บุญอมตูกเป็นเทศกาลของประเทศอะไร   กัมพูชา,บุญอมตูกเป็นเทศกาลของประเทศอะไร,กัมพูชา
ประเพณีบุญอมตูกที่ประเทศกัมพูชาจัดขึ้นปีละกี่วัน   สาม,ประเพณีบุญอมตูกที่ประเทศกัมพูชาจัดขึ้นปีละกี่วัน,สาม
หอประชุมมหิดลสิทธาคารตั้งอยู่ที่วิทยาเขตใดของมหาวิทยาลัยมหิดล   วิทยาเขตศาลายา,หอประชุมมหิดลสิทธาคารตั้งอยู่ที่วิทยาเขตใดของมหาวิทยาลัยมหิดล,วิทยาเขตศาลายา
"หอประชุมมหิดลสิทธาคารของมหาวิทยาลัยมหิดลใช้งบประมาณในก่อสร้างเท่าไร   1,450 ล้านบาท",หอประชุมมหิดลสิทธาคารของมหาวิทยาลัยมหิดลใช้งบประมาณในก่อสร้างเท่าไร,"1,450 ล้านบาท"
ชาวไทยที่เข้ามาศึกษาที่ประเทศอียิปต์ส่วนใหญ่นับถือศาสนาอะไร   อิสลาม,ชาวไทยที่เข้ามาศึกษาที่ประเทศอียิปต์ส่วนใหญ่นับถือศาสนาอะไร,อิสลาม
นายสุรสาล ผาสุข ได้รับการเลือกตั้งเป็นสมาชิกสภาผู้แทนราษฎรครั้งแรกในปี พ.ศ. ใด   2554,นายสุรสาล ผาสุข ได้รับการเลือกตั้งเป็นสมาชิกสภาผู้แทนราษฎรครั้งแรกในปี พ.ศ. ใด,2554
นายสุรสาล ผาสุข มีบุตรกี่คน   2,นายสุรสาล ผาสุข มีบุตรกี่คน,2
ระเจ้าบรมวงศ์เธอ พระองค์เจ้าสมัยวุฒิวโรดม เป็นหนึ่งในพระราชโอรสของกษัตริย์ไทยองค์ใด   พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว,ระเจ้าบรมวงศ์เธอ พระองค์เจ้าสมัยวุฒิวโรดม เป็นหนึ่งในพระราชโอรสของกษัตริย์ไทยองค์ใด,พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว
